vorname,anzahl
Cosma,1
Cosmo,5
Cristian,1
Cylia,1
Cynthia,1
Cyril,1
CÃ©line,1
Dafina,1
Dahab,1
Daibatu,1
Dalia,1
Daliya,3
Damian,2
Damien,2
Damir,1
Dan,1
Dana,2
Dana-Itohan,1
Dana-Julie,1
Dania,2
Danica,1
Daniel,24
Danijella,1
Danika,1
Danin,1
Dante,1
Daria,2
Darian,1
Dariel,1
Darin,1
Darina,2
Dario,2
Daris,2
Darius,1
Darya,2
Daryan,1
Dastan,2
Daud,1
David,39
Davidov,1
DavidÃ©,1
Davina,2
Davud,1
Dawid-Alexander,1
Dawit,1
Dayana,1
Daymon,2
Dea,1
Dean,4
Defne,2
Dejan,1
Delal,1
Delia,3
Delian,2
Deliano,1
Deliar,1
Delilah,1
Delin,1
Delina,1
Deliya,1
Delyn,1
Denas,1
Denis,1
Denislavova,1
Deniz,6
Derin,1
Despina,1
Despoina,1
Destiny,1
Detlef,1
Devin,1
Devon,2
Devrim,1
Deylan,1
Diab,1
Diala,1
Diana,6
Diar,1
Diego,3
Diekololami,1
Dieter,3
Dijon,1
Dilara,2
Dilian,1
Dilivan,1
Dima,1
Dimi,1
Dimitra,1
Dimitrios,3
Dimitrova,1
Din,1
Dina,3
Dinea,1
Diogo,1
Divya,1
Diya,1
Diyan,2
DiÃ©,1
Djellza,1
Djenabou,1
Djessy,1
Djouma,1
Djurdjevka,1
Djusef,1
Djwar,1
Doa,1
Dolores,1
Domenik,1
Dominic,2
Dominik,6
Dommenic,1
Donart,1
Donata,1
Dora,1
Dorothea,5
Drakpa,1
Dua,5
Duha,2
Dumitru,1
Dunja,1
Duri,1
Dylan,3
Dylano,1
Dzheylyanova,1
Ebba,1
Ebubekir,1
Ecrin,5
Eda,4
Edda,5
Edel,1
Eden,4
Edin,3
Edis,2
Edith,3
Ediz,1
Edris,1
Edua,1
Eduard,1
Eduard-Stefan,1
Edward,1
Edwin,1
Efe,5
Efia,1
Efklidis,1
Efthimia,1
Efuaose,1
Ege,1
Egemen,1
Egodahage,1
Egon,1
Egor,1
Ehinomen,1
Eike,1
Eileen,1
Eireann,1
El,1
El-Houda,1
Ela,7
Elaia,2
Elaine,2
Elana,1
Elanie,1
Elbasset,1
Eldin,1
Eldos,1
Elea,5
Eleanor,2
Eleanora,1
Eleasar,1
Eleen,1
Elena,13
Elena-Maria,1
Eleni,7
Elenia,1
Elenora,1
Eleonora,5
Eleria,1
Elfi,1
Elfriede,2
Elham,1
Elia,4
Eliah,5
Elian,9
Eliana,7
Elias,59
Elif,9
Elija,2
Elijah,3
Elijan,1
Elin,2
Elina,12
Eline,1
Elinor,1
Elio,2
Eliora,1
Eliorah,1
Eliott,1
Elis,1
Elisa,37
Elisabeth,38
Elisaveta,1
Elise,14
Elisha,2
Eliyas,1
Eliz,4
Elizabeth,1
Elize,2
Elko,1
Ella,37
Ellen,5
Elli,3
Ellie,3
Ellin,1
Elly,3
Elma,1
Elmar,1
Elmedina,1
Elmelisa,1
Elmfred,1
Elodie,1
Eloghosa,1
Eloid,1
Eloise,3
Elom,1
Elomvi,1
Elon,1
Elona,1
Elouan,1
Elpida,1
Elroi,1
Elsa,1
Elva,1
Elvin,2
Elvira,1
Elyan,1
Elyas,7
Elyesa,1
Ema,1
Emad,1
Emanuel,5
Emanuele,1
Embera,1
Emefa,1
Emelie,4
Emeline-Lou,1
Emely,2
Emil,59
Emil-Tjark,1
Emili,1
Emilia,72
Emilia-Melody,1
Emilian,7
Emilie,6
Emilienne,1
Emilio,20
Emilius,1
Emily,29
Emin,4
Emina,2
Emir,9
Emirhan,1
Emma,36
Emmanuel-Angelos,1
Emmanuella,1
Emmelie,1
Emmi,6
Emmi-Rose,1
Emmilian,1
Emmy,2
Emory,1
Emre,1
Enar,1
Encan,1
Eneas,1
Enes,6
Enie,2
Enis,1
Enisa,3
Enna,2
Enni,1
Enno,7
Enola,3
Enrico,1
Ensar,1
Enzo,1
Eray,1
Erdal,1
Eren,2
ErgÃ¼l,1
Erhan,2
Eric,2
Erich,2
Erik,9
Erika,2
Erna,2
Ernest,1
Ernestine,1
Ernesto,2
Ernst,3
Eron,1
ErtuÄrul,1
Erva,2
Erwin,1
Esad,1
Esben,1
EsbjÃ¶rn,1
Esdihar,1
Ese,1
Esila,1
Eskander,1
Eslina-Dua,1
Esma,1
Esohe,2
Esosa,1
Esperanta,1
Estar,1
Estelle,2
Ester,1
Esther,2
EstimÃ©,1
Etonam,1
Eugen,1
EulÃ¡lia,1
Eva,14
Eva-Mariel,1
Evan,1
Evana,1
Eve,3
Evelin,2
Evelina,2
Everett,1
Evi,1
Evin,2
Ewa-Maria,1
Ewan,1
Eya,1
Eylem,1
EylÃ¼l,2
Eymen,2
Ezdixan,1
Ezekiel,1
Ezgi,1
Ezra,2
Fabian,7
Fabiana,1
Fabienne,1
Fabijan,1
Fabio,1
Fabiola,1
Fabius,1
Fabrice,1
Faddey,1
Fahad,1
Fahd,1
Falco-Erich,1
Farida,3
Faris,1
Faris-Assil,1
Farya,1
Fateh,2
Fatih,4
Fatima,4
Fatma,2
Fatoumata,2
Fausi,1
Faye,1
Fe,1
Federico,2
Fedor,1
Felia,1
Felicia,1
Felicitas,6
Felina,5
Feline,3
Felipe,1
Felix,55
Felopateer,1
Fenja,3
Fenya,1
Ferdinand,14
Ferdinando,1
Feride,1
Ferman,1
Fernanda,1
Fernando,1
Fero,1
Ferre,1
Fidan,1
Fien,1
Fiete,9
Filip,1
Filipa,2
Filipe,1
Filippa-Valentina,1
Filomena,1
Fin,2
Fina,1
Fine,2
Finja,9
Finn,34
Finn-Henri,1
Finn-Lars,1
Finnley,1
Fiona,8
Fionn,2
Firas,1
Fjella,1
Flemming,1
Flora,2
Florencia,1
Florent,1
Florentine,3
Florian,5
Floriana,1
Florin,2
Floris,2
Flurije,1
Folashayo,1
Fox,1
Franca,1
Francesco,1
Franck,1
Frank,2
Franka,1
Franz,8
Franziska,4
Fred,1
Freda,1
Frede,1
Frederic,1
Frederick,3
Frederik,16
Frederike,2
Freidrich,1
Freya,4
Freyja,1
Frida,16
Frido,1
Fridolin,2
Frieda,27
Friedelind,1
Friedemann,1
Friederike,1
Friedhelm,1
Friedrich,13
Fritz,9
Fritzi,1
Fron,1
Fumani,1
Fynn,7
Fynn-Liam,1
FÃ­na,1
Gabriel,21
Gabriela,5
Gabriele,2
Gabriella,1
Galawesh,1
Gelas,1
Genc,1
Georg,11
George,1
Georgi,1
Georgia,1
Georgiana,1
Gerardo,1
Gerd,1
Gereon,1
Gerhard,2
Gero,1
Gesa,1
Gesina,1
Getachew,1
Ghadir,1
Ghafour,1
Ghali,1
Giacomo,1
Gianna,1
Gianni,1
Gigi,1
Ginikanwa,1
Ginnette,1
Gino,1
Gioia,1
Giordano,1
Giorgio,1
Girum,1
GisÃ¨le,1
Giulia,4
Giuliano,1
Giulio,1
Giuseppe,2
Giwar,1
Golshan,1
Gordey,1
Gottfried,1
Grace,5
Gracia,1
Gregor,2
Gregorio,1
Greta,5
Grete,1
Gritta,1
Gudrun,1
Gulcan,1
Gunar,1
Gundi,1
Gunnar,1
Gurur,1
Gustaf,1
Gustav,6
Gusti,1
Gwen,1
GÃ¡bor,1
GÃ¶kay,1
GÃ¶kche,1
GÃ¼l,2
GÃ¼neÅ,1
GÃ¼nter,2
Haci,1
Hafsa,4
Haifa,1
Hailey,2
Hakan,1
Hala,1
Halima,1
Hamed,1
Hamid,2
Hamidur,1
Hamit,2
Hamju,1
Hamo,1
Hamse,1
Hamza,13
Hana,4
Hanad,1
Hanbyeol,1
Hani,1
Hanife,1
Hanin,1
Haniya,1
Hanjo,1
Hanna,22
Hannah,35
Hanne,1
Hannes,6
Hanniel,1
Hanno,2
Hans,9
Haroun,3
Harper,2
Hartmut,1
Harun,1
Hasan,3
Haset,1
Hashim,1
Hassan,1
Hattab,1
Havan,1
Hawa,1
Hayat,1
Haydar,2
Haylee,1
Haytam,1
Hazal,2
Heba,1
Hector,2
Hedi,2
Hedwig,1
Hedy,1
Heidi,1
Heidrun,1
Heiko,2
Hein,1
Heinrich,14
Heinz,3
Heitham,1
Hejan,1
Hektor,2
Helen,1
Helena,20
Helene,11
Helenus,1
Helga,4
Helge,1
Helgo,1
Helin,1
Helmut,1
Hendrik,1
Hennes,1
Henning,1
Henny,1
Henri,23
Henrietta,1
Henriette,2
Henrik,9
Henrik-Leon,1
Henry,34
Herbert,2
Heri,1
Heribert,1
Hermann,2
Hermanova,1
Hermine,2
Hev,1
Heviya,1
Hewad,1
Hiba,1
Hibo,1
Hicham,1
Hieronymus,1
Hifa,1
Hikmat,1
Hilda,1
Hilde,1
Hildegard,1
Hilke,1
Hilla,1
Hillukka,1
Him,1
Hira,1
Hiranur,1
Hivan,1
Hizir,1
Holger,1
Hollie,1
Holly,1
HonorÃ©,1
Hope,1
Horlali,1
Horst,2
Hosea,1
Hosny,1
Houda,1
Houdhayfa,1
Hovsep,1
Hris,1
Hubert,1
Hubertus,1
Hugo,3
Husain,1
Hussain,1
Hussein,5
Hypatia,1
HÃ©lÃ¨ne,1
HÃªvÃ®,1
HÃ¼meyra,1
HÃ¼seyin,1
Ian,4
Ibidjola,1
Ibn,1
Ibocan,1
Ibrahim,5
Ibtisam,1
Ida,34
Ida-Luana,1
Ida-Marie,1
Idris,1
Idun,1
IfÃ¨,1
Igit,1
Ignaz,1
Ikra,2
Ilay,4
Ilayda,1
Ileyna,1
Ilian,2
Iliana,1
Ilias,8
Ilien,1
Ilihanov,1
Ilijana,1
Ilinca,1
Ilirida,1
Iliyas-Hasim,1
Ilja,2
Iljana,1
Iljas,2
Ilmari,1
Ilsa,1
Ilva,1
Ilvy,1
Ilyan,2
Ilyana,2
Ilyas,9
Ilyes,1
Ilyich,1
Iman,1
Immanuel,3
Imran,1
Ina,3
Inara,1
Inaya,1
Indiana,1
Inga,1
Ingrid,2
Inka,1
Inna,1
Insa,2
Insaf,1
InÃ©s,1
Ioan-Lucas,1
Ioana,1
Ioanna,1
Ioanni,1
Ioannis,1
Ira,1
Irene,3
Irina,3
Irinel,1
Irma,1
Isa,4
Isabel,10
Isabela,1
Isabell,6
Isabella,19
Isabella-Maria,1
Isabelle,11
Isaiah,1
Isairys,1
Isalie,1
Ishak,1
Ishami,1
Ishaq,1
Ismael,1
Ismaele,1
Ismail,2
Ismed,1
Ismet,1
Isra,2
Israa,1
Israel,1
Issa,3
Issam,2
Isselmou,1
Itzamaya,1
Iva,2
Ivan,5
Ivana,1
Ivanovna,1
Ivar,1
Ivona,1
Ivora,1
Ivy,2
Iwan,1
Iyas,2
Iyass,2
Izabela,1
Izuru,1
Jabbar,1
Jaber,1
Jabir,1
Jackson,1
Jacob,6
Jacub,1
Jade,1
Jaden,1
Jael,1
Jahanara,1
Jakob,48
Jakov,1
Jaksar,1
Jakub,3
Jamal,1
James,8
Jamie,2
Jamil,1
Jamila,1
Jamilia,1
Jan,29
Jana,12
Janiar,1
Janik,1
Janna,3
Jannat,1
Jannes,5
Jannik,7
Jannika,2
Jannis,11
Janno,2
Jano,1
Janosch,11
Jara,4
Jared,1
Jari,3
Jarik,2
Jarno,1
Jaro,6
Jaron,7
Jasamin,1
Jasmin,6
Jasmina,2
Jasminda,1
Jasmine,1
Jason,1
Jasper,15
Javier,1
Jayanthi,1
Jayda,1
Jayden,3
Jayden-Emilia,1
Jaymie,1
Jean,1
Jelmer,1
Jemima,1
Jenel,1
Jenniel,1
Jennifer,2
Jens,1
Jeremia,2
Jeremiah,1
Jeremy,1
Jerome,2
Jerzy,1
Jesper,2
Jesse,3
Jessica,1
Jessie,1
Jette,1
Ji-Hoon,1
Jibril,3
Jingru,1
Jiya,1
Joachim,3
Joah,1
Joan,2
Joana,1
JoaquÃ­n,1
Joas,2
Joe,2
Joel,9
Joel-Elias,1
Joelle,2
Johan,5
Johann,34
Johanna,59
Johanne,1
Johannes,19
John,8
John-Leon,1
Jola,1
Jolanda,1
Joleen,1
Jolie,4
Jolina,1
Jon,1
Jona,20
Jona-Can,1
Jonah,29
Jonas,40
Jonathan,40
Jone,1
Jonida,1
Jonna,3
Jonne,1
Jonte,10
Jordan,1
Jorge,1
Jorik,1
Jorin,1
Joris,5
Joscha,5
Joschi,1
Joschua,1
Josef,18
Josefa,1
Josefin,3
Josefina,2
Josefine,14
Joseph,6
Josepha,2
Josephine,18
Joshua,20
Josias,1
Josie,1
Josua,1
Josy,1
JosÃ©,2
Joud,3
Jovan,1
Jovana,2
Jovilia,1
Joy,2
JoÃ«l,1
Juano,1
Judia,1
Judith,1
Jule,4
Juli,1
Julia,16
Julian,24
Juliana,2
Juliane,4
Juliano,1
Julie,1
Julienne,1
Juliet,2
Julina,1
Julius,17
Juna,14
Juna-Liv,1
Junaida,1
Junayda,1
June,2
Junes,4
Jung,1
Juni,1
Junior,1
Juniper,1
Junis,2
Juno,1
Jurek,1
Juri,2
Justin,3
Justus,12
JÃ¡nos,1
JÃ©rÃ´me,1
JÃ³n,1
Kaan,8
Kacper,1
Kadir,1
Kadyaan,1
Kaia,2
Kaisa,2
Kaisha,1
Kaja,1
Kajo,1
Kalea,4
Kaleb,1
Kaleo,1
Kalia,1
Kalina,1
Kalle,2
Kamal,1
Kamila,1
Kan,1
Kannangara,1
Kara,1
Karam,2
Karan,2
Karim,2
Karima,1
Karin,1
Karina,3
Karl,41
Karl-Heinz,1
Karl-Ludwig,1
Karla,9
Karlie,1
Karlo,1
Karlotta,1
Karlson,1
Karolin,1
Karolina,2
Karsten,1
Kasimir,1
Kaspar,6
Kasper,2
Kataleya,1
Katarzyna,1
Kate,1
Katharina,36
Kathleen,1
Katja,1
Katrin,3
Kaur,4
Kauthar,2
Kayden,1
Kaylina,1
Kayra,3
Kazimierz,1
Keano,1
Keder-Iliyas,1
Keemo,1
KelÃ©,1
Kemal,2
Kemuel,1
Ken,1
Kenan,1
Kendra,1
Keno,2
Kenza,1
Kerem,1
Keren,1
Kerim,1
Ketewa,1
Keven,1
Kevser,1
Khadiza,1
Khaled,2
Khalif,1
Khalifa,1
Khalil,1
Khatab,1
Khattab,1
Khatuon,1
Khaula,1
Kheriya,1
KhÃ´i,1
Kiaan,1
Kiamy,1
Kian,12
Kiana,1
Kiara,5
Kijano,1
Kilian,10
Kiluanji,1
Kim,4
Kimia,1
Kimo,1
Kimya,1
Kinga,1
Kira,8
Kiratleen,1
Kirill,1
Kiyan,1
Kjell,2
Klaas,2
Klara,15
Klaus,3
Klea,1
Kleon,1
Knut,1
Koah,1
Koby,1
Komla,1
Konrad,8
Konstantin,12
Koray,2
Korbinian,2
Kornelia,1
Kpedido,1
Krisha,1
Kristelle,1
Kristin,1
Kristina,1
Kuba,2
Kulthum,1
Kundwa,1
Kurt,3
Kuzey,2
Kwaku,2
Kwame,1
Kwdo,1
Kyano,1
Kyara,1
Kyla,1
KÃ¤the,1
KÃ¶nÃ¼l,1
Laetitia,1
Lahja,1
Laia,1
Laila,3
Laith,1
Lajos,1
Lale,1
Lamis,1
Lamiya,1
Lana,5
Lance,1
Lando,1
Lani,4
Lany,1
Lara,16
Laressa,1
Larion,1
Laris,1
Larissa,3
Larry,1
Lars,9
Lasse,8
Laura,15
Laureen,2
Lauren,2
Laurent,2
Laurenz,4
Laurin,2
Lauritz,1
Lavan,1
Lavin,2
Lawe,1
Lawien,1
Layan,3
Layana,1
Layla,3
Layton,1
Lazarus,1
LaÃ§in,1
Lea,26
Lea-Sophie,1
Leah,4
Lean,2
Leander,13
Leando,1
Leandra,2
Leandro,4
Leano,3
Leara,1
Leart,1
Leen,2
Leevi,1
Leevke,2
Leia,2
Leif,1
Leila,1
Leilani,1
Lemmy,1
Len,1
Lena,36
Lena-Marie,1
Lenard,1
Lene,6
Leni,53
Lenja,2
Lenn,4
Lennard,7
Lennard-Raphael,1
Lennart,6
Lennet,1
Lenni,1
Lennox,4
Lennox-Dario,1
Lenny,1
Lenya,1
Leo,43
Leon,58
Leon-Jason,1
Leon-Ludwig,1
Leon-Maxim,1
Leona,3
Leonard,34
Leonardo,4
Leonas,2
Leonel,1
Leonhard,3
Leonidas,2
Leonie,36
Leonis,1
Leonor,1
Leonora,3
Leopold,13
Leroy,1
Letitia,1
Letizia,2
Letonia,1
Lev,1
Levan,1
Levent,1
Levi,24
Levian,1
Levin,14
Levio,1
Levke,1
Levy,1
Lewi,2
Lewin,1
Lewis,3
Leya,2
Leyla,10
LeÃ¡n,1
Lia,28
Liah,3
Liah-Sophie,1
Liam,32
Liam-Flavio,1
Lian,8
Lian-Barnaby,1
Liana,11
Liano,2
Liaoxin,1
Liara,3
Lias,7
Liem,1
Lien,4
Liesbeth,1
Liesel,1
Lieselotte,2
Liev,1
Lijan,1
Lila,1
Lilas,1
Lili,1
Lilia,10
Lilian,3
Liliana,5
Liliane,1
Lilianne,1
Lilith,6
Liljana,1
Lilli,6
Lillian,5
Lilliana,1
Lillien,2
Lillith,1
Lilly,15
Lilo,2
Lilu,1
Lily,3
Lilya,1
Lilyam,1
Lilyan,1
Lima,1
Lin,2
Lina,47
Lina-Maria,1
Linda,13
Linde,1
Linett,1
Linette,1
Lingjia,1
Linja,1
Linn,3
Linnea,7
Lino,5
Linus,16
Lio,16
Lion,3
Liona,1
Lionel,3
Lior,1
Liora,1
Lisa,11
Lisann,1
Liuen,1
Lius,1
Liv,6
Liva,1
Livan,2
Livia,3
Livian,1
Livija,1
Livya,1
Liya,11
Liyah,1
Liyam,1
Liyan,2
Liyana,5
Liz,2
Loenard,1
Loens,1
Logan,1
Loise,1
Lokman,1
Lone,1
Loraine,1
Loran,3
Loredana,1
Loreen,2
Loren,1
Lorenz,2
Lorenzo,1
Loresa,1
Lori,1
Lorian,1
Lorik,3
Lorin,2
Lorraine,1
Lothaire,1
Lothar,4
Lotta,15
Lotte,12
Lou,18
Louana,1
Loubna,1
Louie,1
Louis,25
Louisa,19
Louisa-Marie,1
Louise,15
Louiza,1
Lounis,1
LoÃ¯c,1
LoÃ¯s,1
Lu,1
Luan,9
Luana,9
Luba,1
Luc,3
Luca,34
Lucas,6
Lucia,15
Lucian,2
Luciano,4
Lucie,3
Lucien,1
Lucinda,1
Lucio,2
Lucius,1
Lucja,1
Lucy,5
LucÃ­a,3
Ludovico,1
Ludwig,11
Luena,1
Luigi,1
Luigia,1
Luis,21
Luisa,26
Luise,31
Luiselotte,1
Luitpold,1
Luiza,1
Lujza,1
Luka,10
Lukas,33
Luke,9
Lukenya,1
Lul,1
Lum,1
Lumi,1
Luna,20
Lupo,1
Luqman,1
Lurans,1
Luz,1
Luzie,1
Luzizila,1
Lya,1
Lyan,1
Lyana,1
Lydia,1
Lyen,1
Lynn,8
