vorname,anzahl
Arnold,1
Aron,2
Arsenij,1
Arsenovych,1
Arslan,1
Artan,1
Artemis,1
Artemovych,1
Arthemis,1
Arthur,4
Artin,1
Artur,5
Arvid,3
Arya,2
Aryen,1
Asacha,1
Asad,1
Asaf,2
Asal,1
Asante,1
Asel,6
Asen,1
Asena,1
Asher,1
Ashfia,1
Ashhad,1
Ashu,1
Asif,1
Asija,1
Asil,1
Asim,1
Asiya,2
Asiye,2
Aslan,3
Assal,1
Assia,1
Assiah,1
Astell,1
Asya,2
Ata,1
Atanasov,1
Athar,1
Atheeka,1
Athene-Kristin,1
Athra,1
Atilla,1
Atina,1
Atlas,3
Atussa,1
Audrey,1
August,3
Augustus,1
Aurel,3
Aurela,1
Aurelia,19
Aurelian,2
Aurelio,3
Aurelius,2
Aurora,8
Aurore,1
AurÃ¨lia,1
Ava,13
Avan,1
Avi,1
Avin,1
Avrin,1
Ayaan,1
Ayah,1
Ayam,1
Ayan,6
Ayannah,1
Ayat,2
Ayaz,5
Aybars,1
Ayda,2
Aydin,1
Ayham,1
Ayhan,1
Aykan,2
Aykut,1
Ayla,11
Aylin,5
Ayman,3
Aymira,1
Ayoub,3
Ayour,1
Aysima,1
Ayu,1
Ayub,1
Ayyub,1
Azad,5
Azada,1
Aziza,1
Azlan,1
Azra,3
Azza,1
Azzurra,1
AÃ¯cha,1
Ba,1
Badr,1
Bahar,1
Bakar,1
Bakary,1
Baldur,1
Bana,1
Bandar,1
Baptiste,1
Barak,1
Baran,4
Barbara,2
Barfin,2
Barin,1
BartholomÃ¤us,1
BartolomÃ©,1
BarÄ±Å,1
Basel,1
Bayan,3
Beate,1
Beatrice,1
Beatrix,1
BegÃ¼m,1
Behnam,1
Behniya,1
Bekirhan,1
Bela,6
Belga,1
Belinay,1
Belinda,1
Bella,4
Belle,1
BelÃ©n,1
Ben,28
Bendt,1
Bene,3
Benedict,2
Benedikt,6
Benito,1
Benjamin,31
Bennet,1
Benni,1
Benno,5
Berat,3
Bernardo,1
Bernd,1
Bernhard,2
Berta,1
BertuÄ,1
Beryar,1
BerÃ§em,1
Bijan,1
Bilal,4
Bilguissa,1
Billie,1
Bin,1
Bingwen,1
Binte,1
Binyas,1
Biocales,1
Birgitt,1
Bitanya,1
BjÃ¶rn,3
Blagovest,1
Blanka,1
Blerza,1
Blessing,1
Blin,1
Bo,3
Bogdan,2
Bonifacius,1
Bonnie,1
Bonolo,1
Borys,1
Boubacar,1
Bouhdid,1
Briana,2
Brigitta,1
Brigitte,1
Bruno,11
Bryant,1
Buay,1
Buna,2
Burkhard,1
BÃ©rÃ©nice,1
BÃ¼Åra,1
Caden,1
Cajus,1
Calista,1
Calla,1
Calliope,1
Camelia,1
Cami,2
Camila,3
Camilla,1
Camille,4
Camillo,1
Camilo,1
Can,5
Cara,1
Carina,2
Carl,15
Carla,5
Carlo,17
Carlos,3
Carlotta,9
Carlson,1
Carly,1
Carmela,1
Carmen,1
Caro,1
Carolin,2
Carolina,5
Caroline,1
Carus,1
Casanos,2
Casimir,2
Caspar,5
Casper,2
Caspian,1
Casselly,1
Cassian,1
Cataleya,1
Cataleya-Queen,1
Catarina,1
Catharina,1
Catia,1
Cattleya,1
Cecilia,4
Celia,1
Celine,5
Cem,2
Cemil,1
Cenkay,1
Cesur,1
Ceylin,2
Chahin,1
Charalampos,1
Charisa,1
Charles,2
Charlie,4
Charlotte,52
Charlotte-Sophie,1
Charly,1
Charo,1
Chayma,1
Cheick,1
Cheng,1
Chiara,3
Chika,1
Chioma,1
Chitak,1
Chloe,1
ChloÃ©,1
Choesang,1
Christel,5
Christian,9
Christiane,1
Christin,1
Christina,3
Christine,1
Christoph,4
Christopher,2
Chukwuemeka,1
Ciel,1
Cihan,1
Cilia,1
Ciwan,1
Claire,2
Clara,39
Clara-Gabriella,1
Claudia,1
Clea,4
Clemence,1
Clemens,1
Clementine,1
Cleo,4
Clint,1
Clothilde,1
Clotiah,1
Colette,1
Colin,2
Collin,1
Conrad,1
Constantin,13
Cor,1
Cora,1
Corbinian,1
Corinna,1
Cornel,1
Cornelia,1
Cornelius,2
Cosima,1
Cristan,1
Cristian,1
Cristina,1
Cruz,1
Cuzon,1
CÃ¤cilia,2
CÃ©cilia,1
Da-Shan,1
Daemon,1
Dafina,1
Dagmar,1
Dahab,1
Dajana,1
Dajena,1
Dakhil,1
Dakila,1
Dalia,3
Dalina-Dorothea,1
Dalip,1
Daliya,1
Daliyah,1
Damaris,1
Damasso,1
Damian,7
Damian-Dominic,1
Damiano,1
Damien,1
Damion,1
Damira,1
Damla,1
Dana,1
Dani,1
Dania,1
Danica,1
Daniel,13
Daniel-Rares,1
Daniela,1
Daniele,1
Danish,1
Danny,2
Dante,1
Danya,1
Dara,1
Dardan,1
Daria,3
Darina,1
Dario,1
Darius,1
Dave,1
Dave-Joel,1
David,27
David-IonuÈ,1
Davin,1
Davina,1
Davud,3
Dawn,1
Dawud,1
Daya,1
Dayan,1
Dea,2
Dean,5
Deen,2
Dela,1
Delia,1
Delin,1
Delion,1
Della,1
Demian,3
Denis,1
Deniz,3
Dennis,3
Derin,1
DesirÃ¨e,1
Destiny,1
Detlev,1
Deva,1
Dewran,1
Diala,1
Dian,1
Diana,7
Diane,1
Diar,2
Diart,1
Diaw,1
Diego,5
Dila,1
Dilshad,1
Dilva,1
Dilvan,1
Dilyana,2
Dilyar,1
Dima,1
Dimitri,1
Dimitrios,1
Din,1
Dinali,1
Dion,1
Dirk,1
Diyan,3
Diyar,2
Djadi,1
Djamil,1
Djelli,1
Djuissi,1
Dmitrievna,1
Dmitrij,1
Doa,1
Dolpha,1
Domenico,1
Dominik,4
Don,1
Dora,3
Doreen,1
Dorijana,1
Dorothea,3
Draganov,1
Dragomir,1
Dragoslav,1
Drey,1
Dua,11
Duaa,1
Duana,1
Duha,1
Duva,1
Dylan,1
Dyon,1
Ebrahim,1
Ece,2
Eckhard,1
Eda,1
Edda,11
Eddy,1
Edelia,1
Eden,2
Edgar,1
Edin,1
Edith,2
Ediz,2
Edmund,2
Edon,1
Edward,2
Efe,1
Efnan,1
Egon,1
Eiad,1
Eivor,1
Ejiro,1
Ejon,1
Ekaterina,1
Ekenedirichukwu,1
Ekin,1
Ektoras,1
El,1
Ela,9
Elaina,1
Elav,1
Elay,1
Eldor,1
Elea,4
Eleanor,1
Eleen,1
Eleftherios,1
Elen,1
Elena,15
Eleni,3
Eleon,1
Eleonor,1
Eleonora,1
Eleonore,4
Elfriede,1
Eli,1
Elia,7
Eliah,8
Eliam,1
Elian,9
Eliana,5
Eliano,1
Elias,56
Elice,1
Elie,1
Eliel,1
Elienia,1
Elies,1
Elif,10
Elihu,1
Elija,1
Elijah,4
Elin,3
Elina,12
Elio,3
Elion,1
Elisa,23
Elisabet,1
Elisabeth,24
Elise,11
Elisha,1
Elissa,1
Eliyah,1
Eliyas,1
Eliz,2
Eliza,1
Elizabeth,3
Elkov,1
Ella,32
Ellarion,1
Elleen,1
Ellen,2
Elli,3
Ellie,3
Ellina,1
Elliot,1
Elly,1
Elnatan,1
Elodie,1
Elohim,1
Eloise,3
Elora,1
Elsa,3
Elsie,1
Elva,2
Elvi,1
Elya,1
Elyas,3
Elyesa,1
Elykem,1
ElÃ©a,1
Ema,2
Emad,2
Emanuel,6
Emanuela,1
Embarek,1
Emely,1
Emil,51
Emile,1
Emilia,60
Emilian,11
Emiliano,2
Emilie,6
Emilio,10
Emilly,1
Emily,22
Emily-Alani,1
Emin,5
Emir,7
Emma,57
Emma-Marie,1
Emmanuel,2
Emmelie,1
Emmi,8
Emmy,2
Emrick,1
En,1
Ena,1
Enam,1
Enes,2
Enida,1
Enna,3
Enno,10
Enola,1
Enrique,1
Enya,2
Enzo,2
Epandi,1
Erdzhan,1
Erea,1
Eren,2
Erfan,1
Eric,5
Erica-Patricia,1
Erick,1
Erik,7
Erika,4
Erin,2
Eris,1
Erjona,1
Erlis,1
Ernst,2
Ertugrul,1
Erum,1
Ervanur,1
Eshal,1
Esohe,1
Esosa,1
Esraa,2
Estelle,4
Esther,2
Ethan,2
Etleva,1
Eva,17
Evarist,1
Eveleen,1
Evelin-Stefania,1
Evelina,1
Eveline,1
Evelyn,4
Everly,1
Evi,3
Evin,1
Ewa,3
Ewere,1
Eyad,1
Eymen,2
Ezar,1
Fabian,7
Fabienne,2
Fabio,3
Fabiola,1
Fadima,1
Faina,1
Faisal,1
Faizzan,1
Fakhridin,1
Fares,2
Farhad,1
Farhan,1
Farhodovna,1
Fariha,1
FarkhodoviÄ,1
Fasli,1
Fatih,1
Fatim,1
Fatima,6
Fatma,3
Fay,1
Faya,1
Faye,1
Fe,1
Federico,2
Fee,1
Feli,1
Felian,1
Felicia,4
Felicitas,4
Felina,2
Feline,3
Felipe,1
Felix,43
Fenja,1
Ferdi,1
Ferdinand,8
Fernando,1
Feva,1
Feyza,2
Fidan,1
Fidelius,1
Fiete,10
Filina,1
Filipe,1
Filippa,2
Fina,1
Fine,3
Finja,5
Finlay,1
Finn,21
Finnian,1
Fiona,7
Fionn,1
Firdaus,1
Fitzgerald,1
Flamur,1
Flavio,1
Fleur,2
Flinn,1
Flora,5
Florentina,2
Florentine,4
Florentius,1
Florian,6
Florie,1
Florina-Siyana,1
Floris,1
Fran,2
Francesca,2
Francis,1
Francisco,2
Franka,1
Franklina,1
Franz,9
Franziska,4
FranÃ§ois,1
Fred,3
Freda,2
Frederic,1
Frederick,3
Frederik,10
Fredi,2
Freia,1
Freja,1
Freya,8
Freya-Raffaela,1
Freyja,1
Frida,13
Frieda,12
Friederike,1
Friedrich,14
Fritz,12
Fron,1
Fryda,1
Fynja,1
Fynn,5
FÄ±rtÄ±na,1
Gabi,1
Gabriel,30
Gabriela,4
Gabriele-Rose,1
Gabriella,2
Gadji,1
Gaia,1
Galena,1
Galilea,1
Galip,1
Gaston,1
Gatluak,1
Gavriel,1
Gennaro,1
Georg,10
George,1
Georgieva,1
Georgios,1
Gerald,1
Gerd,1
Gereon,2
Gerhard,2
Gerlinda,1
GermanoviÄ,1
Gerti,1
Ghassan,1
Ghazale,1
Ghita,1
Gia,2
Giada,1
Gianluca,1
Gianni,1
Gideon,1
Gino,1
Giorgio,1
Giovanna,1
Giovanni,1
Giulia,1
Giulio,1
Giuseppe,1
Gloria,1
Gonzales,1
Grace,5
Graziano,1
Gregor,2
Greta,3
Griffin,1
Grigorevna,1
Grzegorz,1
Gufran,1
Guhdar,1
Gulalai,1
Gurdaya,1
Gustav,3
Gwenn,1
GÃ¶ktuÄ,1
GÃ¼lce,1
GÃ¼lferi,1
GÃ¼lneva,1
GÃ¼nes,1
GÃ¼nter,1
Haadia,1
Habib,1
Habiba,1
Habun,1
Hadassa,1
Hadia,2
Hafid,1
Hafsa,4
Hailey,3
Haitham,1
Hajo,1
Hakim,1
Hako,1
Hali,1
Halil,1
Halim,1
Halina,1
Halvar,1
Hamad,1
Hamade,1
Hamid,2
Hammadi,1
Hammadun,1
Hamno,1
Hamod,1
Hamood,1
Hamza,11
Hamza-YiÄit,1
Han,3
Hana,3
Hanan,2
Haniel,1
Hanif,1
Hanin,2
Hanna,9
Hannah,18
Hanne,1
Hannelore,1
Hannes,6
Hanno,1
Hans,6
Harald,2
Haris,1
Haroun,1
Harun,4
Haryad,1
Hasan,4
Hashem,1
Hassan,3
Hatice,2
Havin,3
Hayk,1
Haylie,2
Hazal,3
Hazir,1
Hazzaa,1
Hector,2
Hedda,1
Hedi,1
Hedwig,1
Heidi,2
Heinrich,4
Heinz,2
Helen,2
Helena,18
Helena-Christin,1
Helene,4
Helga,3
Helin,2
Helmut,2
Hemin,1
Hena,1
Hendrik,1
Henning,3
Henor,1
Henri,19
Henrie,1
Henriette,1
Henrik,5
Henry,31
Hera,1
Herbert,1
Hermann,2
Hermine,2
Heva,1
Hevi,2
Hevidar,1
Hevin,1
Hiba,2
Hilal,2
Hilda,1
Hilde,2
Hilke,1
Hinrich,1
Hiol,1
Hira,4
Hisham,1
Hoang,1
Holly,3
Hope,3
Horace,1
Hotaru,1
Houlaymatou,1
Hubertus,3
Hudhaifah,1
Hugo,6
Humay,1
Humayra,1
Humejra,1
Hung,1
Hunter,2
Hussain,1
Hussein,1
Huy,1
Hyusein,1
III,1
Ian,5
Iara,1
Ibna,1
Ibrahim,8
Ibrahima,1
Ibtihal,1
Ida,33
Iddi,1
Idibekovna,1
Idris,4
Idris-Saleem,1
Idriss,1
Ifraz,1
Ihsaan,1
Ilan,1
Ilara,1
Ilay,3
Ilaya,1
Ileja,1
Ilenia,1
Ileyna,1
Ilham,1
Ilhan,1
Ilian,1
Ilias,5
Ilija,1
Ilijas,1
Iliyanov,1
Ilja,1
Illen,1
Illya,1
Illyas,1
Ilva,1
Ilya,1
Ilyana,1
Ilyas,16
Ilyass,1
Iman,2
Imani,4
Imeran,1
Immanuel,2
Immo,1
Imran,2
Ina,2
Inaayah,1
Inas,1
Inaya,5
India-Rose,1
Inga,2
Ingrid,2
Insa,1
Intouch,1
InÃ¨s,1
Ioana,2
Ioannis,1
Iqra,1
Irena,1
Irene,1
Irha,1
Iris,1
Irmgard,1
Isa,6
Isaac,1
Isabel,5
Isabella,21
Isabelle,8
Isajah,1
Isak,2
Isalie,1
Ishaan,1
Ishak,1
Ismacil,1
Ismael,1
Ismail,6
Isra,2
Israfil,1
Issa,8
Isxaaq,1
Iurevna,1
Iva,3
Ivan,5
Ivana,1
Ivano,2
Ivanova,1
Ivanovich,1
Ivie,2
Ivor,1
Ivy,1
Iya,1
Iyad,1
Iyas,1
Iyed,1
Izel,1
Izza,1
Jackson,1
Jacob,4
Jad,2
Jaden,1
Jael,1
Jakob,36
Jakov,3
Jakub,1
Jamal,6
James,5
Jamie,1
Jamil,1
Jamila,1
Jan,22
Jan-Hendrik,1
Jana,16
Janari,1
Jane,3
Janek,1
Janik,1
Janina,1
Janis,1
Jannat,1
Jannes,1
Jannick,1
Jannik,5
Jannis,16
Janno,1
Jano,1
Janosch,6
Jara,5
Jari,5
Jarik,1
Jarla,1
Jarne,1
Jarno,1
Jaro,1
Jaron,8
Jascha,2
Jasen,1
Jasin,1
Jasmin,6
Jasmine,1
Jasper,6
Jawhara,1
Jay,1
Jayden,3
Jean-Yves,1
Jedar,1
Jennah,1
Jenny,2
Jens,1
Jeon,1
Jeptoo,1
Jeremia,1
Jeremy,1
Jerone,1
Jerzy,1
Jesper,2
Jesse,1
Jessica,1
Jeta,1
Jette,3
Jeun,1
Jiate,1
Jibrael,1
Jibril,1
Jill,2
Jim,2
Jiyan,3
Joachim,2
Joana,1
Joaquinn,1
Joas,1
Joe,1
Joeeline,1
Joel,7
Johan,2
Johann,22
Johanna,31
Johanne,2
Johanne-Maria,1
Johannes,18
Johannis,1
John,3
Johnny,1
Joko,1
Jolanda,1
Jolene,1
Jolina,2
Jon,2
Jona,14
Jonacel,1
Jonah,18
Jonas,27
Jonathan,32
Joni,2
Jonna,1
Jonne,5
Jonnes,1
Jonny,1
Jonte,7
Joos,1
Joqi,1
Jora,1
Jordan,2
Jordy,1
Jorik,1
Jorin,3
Joris,3
Joscha,2
Joschua,1
Jose,1
Josef,21
Josefin,1
Josefine,8
Joseph,2
Josephine,11
Joshua,13
Joshuar,1
Josiah,1
Josie,2
Josua,1
Josue,1
JosÃ©,4
JosÃ©phine,1
Jouayria,1
Joud,1
Joudia,1
Joung,1
Jovan,1
Joy,2
Joyce,1
Juan,1
Judy,1
Jule,5
Juli,1
Julia,12
Julian,18
Juliana,2
Juliane,1
Juliano,2
Julie,3
Julien,1
Julius,9
Juna,10
Junia,1
Junior,3
Junis,3
Juri,6
Juris,1
Jusra,1
Justin,2
Justus,13
JÃºlia,1
JÃ¼rgen,7
Kaamil,1
Kaan,8
Kadir,1
Kadrieh,1
Kafui,1
Kahraman,1
Kai,6
Kaia,4
Kaila,2
Kalea,2
Kalle,3
Kambar,1
Kamdilichukwu,1
Kameha,1
Kamga,1
Kamila,1
Kamina,1
Kaoutar,1
Kara,2
Karan,1
Kareem,1
Karel,1
Karim,5
Karin,1
Karl,21
Karl-Gustav,1
Karla,3
Karlie,1
Karlo,2
Karlotta,4
Karoline,1
Karsten,1
Kasandra,1
Kasim,1
Kasimir,4
Kassandra,1
Katelyn,1
Katharina,22
Kathlyn,1
Kathryn,1
Katya,1
Kaur,3
Kawar,1
Kawthar,1
Kaya,5
Kayla,1
Kaylem,1
Kayo,1
Kayra,3
Kazim,1
Keano,1
Keanu,1
Kelani,1
Kelianna,1
Keltoum,1
Kemal,1
Kemboi,1
Kenai,1
Kenan,1
Keno,4
Kenzo,1
Kerem,1
Kerim,2
Keta,1
Kevin,2
Keyan,1
Keziah,1
Khadigah,1
Khadija,5
Khairee,1
Khaled,3
Khalid,1
Khan,1
Khaula,1
Khudher,1
KhÃ´i,1
Kian,4
Kian-Amin,1
Kiana,3
Kiano,2
Kiara,6
Kibichi,1
Kieran,1
Kijana,1
Kilian,11
Killian,1
Kim,2
Kimberly,1
Kimia,1
Kimon,1
Kinan,1
Kinaya,1
King,1
King-David,1
Kira,5
Kisha,1
Kiyan,5
Kiyansh,1
Klaas,1
Klara,14
Klaudia,1
Klaus,2
Klelia,1
Kleo,1
Knut,2
Koa,2
Kokulan,1
Konrad,5
Konstantin,9
Konstantina,1
Konstantinos,1
Koo,1
Kora,1
Kornel,1
Kostiantynovych,1
Krenar,1
Krischna,1
Kristian,1
Kristin,2
Kruze,1
Kurosh,1
Kurt,4
Kutenda,1
Kuzey,1
Kuzma,1
Kwame,2
Kylian,2
Kyran,1
KÃ¤the,3
KÃ©mo,1
Laeticia,1
Laetitia,1
Lagina,1
Lai,1
Laila,2
Lailani,1
Lakiyah,1
Lalla,2
Lamia,1
Lamis,1
Lamya,1
Lana,2
Landicho,1
Laneya,1
Lani,2
Lanssane,1
Lara,18
Larin,1
Larissa,1
Lars,4
Lars-Jannik,1
Larsa,1
Lasse,6
Latrell,1
Laura,14
Laureen,1
Laurentino,1
Laurenz,1
Lauri,2
Laurin,1
Lauritz,1
Lav,2
Laveen,1
Law,1
Laya,1
Layaan,1
Layan,8
Layel,1
Layla,4
Lazar,1
Lazin,1
LaÃ«l,1
Lea,22
Lea-Marie,2
Lea-Sophia,1
Leah,2
Lean,3
Leana,2
Leander,7
Leandra,3
Leandro,3
Leandro-BoÅ¾idar,1
Leandros,1
Leanne,1
Leano,9
Leart,1
Lee,2
Leela,2
Leelani,1
Leen,1
Leia,1
Leif,2
Lejla,1
Lemar,1
Lena,16
Lena-Marie,1
Lenard,1
Lene,3
Lenea,1
Leni,29
Lenja,1
Lenjo,1
Lenn,4
Lenna,1
Lennard,4
Lennart,3
Lenni,1
Lenno,1
Lennox,1
Lenny,2
Lenya,1
Lenz,1
Leo,37
Leon,40
Leona,1
Leonard,19
Leonardo,8
Leonas,2
Leonhard,4
Leoni,1
Leonid,2
Leonidas,1
Leonie,19
Leonik,1
Leonita,1
Leonora,1
Leonore,1
Leopold,5
Lesley,1
Leticia,3
Letizia,1
Letty,1
Lev,1
Levent,1
Levi,30
Levin,9
Levina,1
Lewin,1
Lewis,1
Leyla,6
Leyli,1
Leyna,1
Leynah,1
Lia,24
Lia-Mila,1
Lia-Sophie,1
Liah,4
Liam,32
Lian,4
Liana,11
Liana-Eugenia,1
Liann,1
Liano,4
Liara,2
Lias,4
Lidya,2
Lieke,1
Liem,1
Lien,1
Lieselotta,1
Lieselotte,2
Life,1
Lijan,1
Lijana,1
Lilan,1
Lilani,1
Lile,1
Lili,1
Lilia,3
Lilian,2
Liliana,7
Lilianna,1
Lilit,1
Lilith,3
Lilja,1
Lilli,9
Lilly,13
Lilo,1
Lilou,1
Lily,3
Lilya,1
Lima,1
Lin,1
Lina,34
Lina-Josephine,1
Lina-Sophie,1
Linda,8
Lindo,1
Linh,1
Linn,5
Linnea,2
LinnÃ©a,3
Lino,10
Linus,9
Lio,19
Lion,6
Lionel,3
Lior,1
Lirian,1
Liron,1
Lisa,6
Lisbeth,1
Lise,1
Liss,1
Lissi,1
Liv,9
Liva,4
Livia,12
Liya,6
Liyana,4
Liyanna,1
Liz,2
Lizzy,1
LiÃªm,1
Loan,1
Loana,1
Loay,1
Lok,1
Loki,1
Lokman,1
Lola,1
Lopez,1
Lora,2
Lore,1
Loreen,2
Lorelei,1
Loreley,1
Lorena,3
Lorent,1
Lorenz,3
Lorenzo,2
Lorian,2
Lorinda,1
Loris,1
Lotta,20
Lotte,6
Lou,9
Louan,1
Louella,1
Loui,1
Louie,1
Louis,19
Louisa,12
Louise,7
Louiza,1
Loup,1
Lowell,1
LoÃ¯c,1
Lu,1
Lua,1
Luan,11
Luana,8
Luc,4
Luca,38
Lucas,3
Lucca,1
Lucia,9
Lucian,4
Luciano,1
Lucie,1
Lucien,1
Lucio,1
Lucky,1
Lucy,3
LucÃ­a,1
Ludwig,12
Ludwig-Theodor,1
Luena,1
Luis,13
Luisa,33
Luisa-Marie,1
Luise,17
Lujain,1
Lujan,1
Luka,7
Lukas,17
Lukas-Gabriel,1
Luke,6
Lukeny,1
LulÃº,1
Lumar,1
Lumen,1
Lumi,1
Luna,17
Lunas,1
Lunis,1
Lurans,1
Lusia,1
Luv,1
Lya,2
Lyam,1
Lyanna-Mila,1
Lyn,1
Lynn,6
Lyon,1
Lyra,1
Lyrian,1
Lysanne,1
Lysio,1
Lyubomir,1
Mabrouk,1
Macit,1
Madalena,1
Madeleine,3
Madelief,1
Madina,2
Madison,1
Madita,6
Madleen,2
Madlen,1
Madlene,1
Mads,1
Maelle,1
Maemi,1
Maeva,1
Maeve,1
Magaretha,1
Magdalena,5
Magdalene,1
Magnus,5
Magsanoc,1
Mahan,2
Mahdi,1
Mahela,1
Mahelia,1
Maher,1
Mahir,3
Mahmoud,1
Mahssa,1
Mahtab,1
Maiia,1
Maija,1
Maike,2
Maila,4
Maili,1
Mailla,1
Mailo,3
Mailow,1
Maira,1
Maison-Zayn,1
Maja,12
Majo,1
Majvi,3
Makary,1
Makbel,1
Maksim,1
Maksimivna,1
Malak,6
Malea,5
Maleen,1
Malek,2
Malena,3
Maleo,1
Malhar,1
Mali,1
Malia,21
Malia-Elea,1
Malija,1
Malik,20
Malik-Efe,1
Malika,1
Malin,2
Malina,8
Maline,1
Malino,1
Maliya,1
Malo,2
Malou,7
Malt,1
Malte,10
Maltin,1
Malu,4
Malya,1
MalÃº,1
Mamoun,1
Manesa,1
Manessa,1
Manfred,1
Manissa,1
Mannat,1
Manrit,1
Mansur,1
Manu,1
Manuel,4
Manuela,2
Mara,9
Marc,2
Marcel,5
Marcella,1
Marci,1
Marcin,1
Marco,3
Marcus,2
Margareta,1
Margarete,5
Margarethe,2
Margarida,1
Margaux,1
Margret,1
Mari,2
Maria,67
Mariafrancesca,1
Mariam,9
Marian,1
Marianne,2
Mariano,1
Marie,129
Marie-Evanne,1
Mariele,1
Marielena,1
Mariella,3
Marielle,3
Marietta,1
Marika,1
Marilia,1
Marina,1
Mario,2
Mario-Gabriel,1
Marion,1
Marisa,2
Marise,1
Marisol,1
Marit,2
Marius,2
Mark,6
Marko,2
Marla,7
Marleen,6
Marlena,3
