vorname,anzahl
Alissia,1
Alita,1
Alix,1
Aliya,2
Aliyah,4
Alkhas,1
Allegra,1
Alma,12
Alois,3
Alp,3
Alpaslan,1
Alpay,1
Alper,2
Alperen,3
Altan,1
Alva,6
Alvar,1
Alvita,1
Alwin,1
Alya,1
Alyaa,1
Alyssa-Mia,1
Amadeus,1
Amadou,1
Amadu,1
Amal,3
Amali,1
Amalia,12
Amalie,1
Amana,1
Amanda,2
Amando,1
Amani,2
Amar,1
Amara,1
Amaranta,1
Amaro,1
Amaru,1
Amatullah,1
Amaya,3
Amber,1
Ambra,1
Amela,1
Amelia,6
Amelie,26
Amella,1
Ameni,1
Amgad,1
Amila,1
Amilia,3
Amin,8
Amina,8
Aminata,1
Amine,2
Amir,11
Amira,11
Ammar,1
Amoroso,1
Amos,1
Amr,1
Amra,1
Amy,6
AmÃ©lie,4
An,2
Ana,1
Ana-Maria,1
Anahita,1
Anakin,1
Anandalmar,1
Anando,1
Ananya,1
Anas,4
Anastasia,10
Anaum,1
AnaÃ¯s,1
Andjela,1
Andrea,2
Andreas,6
Andrei,2
Andrej,1
Andreo,1
Andrew,2
Andrey,1
Andris,1
AndrÃ©,3
Andy,1
Anette,1
Angel,1
Angelie,1
Angelika,2
Angelina,4
Angelino,2
Angelo,1
Anh,2
Anika,1
Anila,1
Anis-Layn,1
Anisa,1
Anissa,2
Anita,1
Anjali,1
Ann,2
Anna,51
Anna-Lena,1
Annabell,1
Annabella,2
Annabelle,3
Annalena,1
Anne,3
Anneke,1
Annelie,3
Annelies,1
Annemarie,4
Anni,5
Annika,3
Annina,1
Anno,1
Anouk,4
Anselm,1
Anthea,1
Anthony,1
Antoan,1
Anton,49
Antonella,1
Antonia,30
Antonie,1
Antonietta,1
Antonio,2
Antonius,2
Antwiwaa,1
Apostolia,1
Araf,1
Aram,4
Aras,5
Arda,1
Ares,3
Argiro,1
Aria,1
Arian,6
Ariana,3
Ariane,2
Arianna-Ioana,1
Arias,1
Aridana,1
Ariel,1
Ariella,1
Arielle,1
Arif,1
Arijana,1
Arik,1
Aril,1
Arin,1
Arina,1
Arios,1
Ariya,1
Ariyam,1
Arjan,1
Arkadius,1
Arman,2
Armando,1
Armani,1
Armin,1
Arne,2
Arnel,1
Arnelle,1
Arnik,1
Arnold,1
Aroha,1
Aron,1
Aroni,1
Arran,1
Arsenij,1
Arsiema,1
Artemis,1
Arthur,11
Artjom,3
Artun,1
Artur,7
Arved,1
Arvid,1
Arvin,1
Arya,3
Aryen,1
Asaf,2
Asante,1
Aschur,1
Aseel,2
Ashley,1
Ashraf,1
Asif,2
Asiya,1
Asiye,1
Aslan,1
Asmaa,2
Asmin,1
Assiel,1
Assija,1
Assil,1
Assinat,1
Assiya,2
Asya,3
Atakan,2
Atieno,1
Atilla,1
Atnia,1
Atreus,1
Atriza,1
August,1
Augusta,2
Augustus,1
Aura,1
Aurel,1
Aurelia,9
Aurelio,1
Aurora,3
AurÃ©lie,1
AustÄja,1
Ava,12
Avan,1
Avdyl,1
Aveen,1
Avelina,1
Avery,1
Avesta,1
Avni,1
AvrÃ­l,1
Awan,1
Ayan,1
Ayat,3
Ayaz,1
Aydan,1
Ayden,1
Ayele,1
Ayhan,1
Ayla,5
Ayleen,1
Aylin,2
Ayman,4
Aymane,1
Aymen,1
Ayoub,2
Ayriya,1
Aysima,1
Aysu,1
Ayuna,1
AyÅe,2
Azad,1
Azel,1
Azim,1
Azime,1
Azra,1
Bahlol,1
Bairamscha,1
Baldr,1
Ballues,1
Balthasar,1
Balthazar,1
Banibal,1
Banipal,1
Bao,1
Baraa,1
Baran,4
Barbara,5
Barin,2
Bashkim,1
Basima,1
Basri,2
Bassam,1
Bastian,2
Batuhan,2
Bax,1
Bayan,1
Bayanda,1
Baz,1
Bear,1
Beatrice,3
Bela,3
Belinay,2
Beliz,1
Belle,1
Belma,1
Ben,49
Ben-Luca,1
Bence,1
Benchellal,1
Benedikt,12
Benesha,1
Benicio,1
Benita,1
Beniyam,1
Benjamin,33
Bennet,6
Benno,5
Bentja,1
Benu,1
Benyamen,1
Beren,1
Berend,1
Berenike,1
Berfin,2
Berkan,1
Berkay,3
Bermanakusumah,1
Bernd,2
Bernhard,1
Berra,1
Bert,1
Besir,1
Beson,1
Besti,1
Bettina,1
Bianca,2
Bill,1
Bin,1
Binta,1
Birgit,2
Bisan,1
Bisenty,1
Bjarne,2
BjÃ¶rn,3
Blake,1
Blessed,1
Blessing,1
Blin,1
Bo,2
Bodo,1
Bogdan,1
BoglÃ¡rka,1
Boha,1
Boran,1
Boris,2
Borisov,1
Bork,1
Borys,1
Botir,1
Braeden,1
Brian,1
Brigitta,1
Bruno,10
Brusk-Aras,1
Bryan,2
Burhan,1
Bushra,1
Butkus,1
BuÄlem,2
Caiden,1
Caleb,1
Calida,1
Calina,1
Camila,1
Camilla,3
Camilo,1
Can,8
Canscher,1
Canyar,1
Cara,2
Carl,16
Carla,11
Carlo,6
Carlos,3
Carlotta,12
Carola,2
Carolin,1
Carolina,4
Caroline,2
Casimir,1
Caspar,3
Casper,3
Cassiana,1
Cassiel,1
Catalina,1
Caterina,2
Catharina,1
Catrice,1
Cebrail,1
Cecilia,1
Cedric,1
Celia,2
Celin,1
Celine,2
Cemil,2
Ceyla,1
Ceylin,1
Cham,1
Chams,1
Chanel,1
Charlene,1
Charlie,4
Charlotta,1
Charlotte,65
Charly,3
Charly-Mika,1
CharlÃ¨ne,1
Chavdarov,1
Chiara,4
Chiemerie,1
Chika,1
ChloÃ©,4
Choenor,1
Chris,2
Christ,1
Christa,1
Christabel,1
Christian,16
Christin,2
Christina,5
Christine,5
Christof,1
Christoph,6
Christopher,4
Christos,2
Ciara,1
Cila,1
Cilen,1
Cinda,1
Ciro,1
Cisco,1
Civan,1
Claire-Ilona,1
Clara,28
Claudia,1
Claudio,1
Claudius,1
Clay,1
Clea,5
Clemens,4
Clementine,1
Cleo,3
Cloe,1
Coco,2
Colette,1
Colin,2
Collin,1
Conner,2
Conrad,3
Conrada,1
Constantin,7
Cooper,1
Corbinian,1
Cornelia,2
Cornelius,1
Cosima,1
Cruz,1
Cyrill,1
CÃ¤cilia,1
CÃ©line,1
Dado,1
Dakhil,1
Dakota,1
Dalia,2
Damian,6
Damian-Alan,1
Damien,2
Damla,1
Damon-Jace,1
Dana,3
Dania,2
Danica,1
Daniel,30
Daniela,1
Daniella,1
Danila,1
Daniyal,1
Danon,1
Dany,1
Daria,1
Darian,2
Darien,1
Daris,1
Darren,1
Darvan,1
Dastan,1
Dateh,1
Dave,1
Davi,1
David,39
Davide,1
Davin,2
Davis,1
Davud,1
Dawid,1
Dawud,1
Daymien,1
Deandre,1
Deborah,1
Deen,1
Defne,3
Dejan,1
Delia,3
Delian,1
Deljou,1
Demian,1
Denis,1
Denise,2
Denislav,1
Deniz,10
Dennis,3
Denny,1
Derin-Su,1
Destiny,1
Devi,1
Devran,2
Dewi,1
Diaby,1
Diana,6
Diane,1
Diar,1
Diart,1
Diego,2
Diemo,1
Dien,1
Dieter,1
Dietrich,1
Dieu,1
Dila,1
Dilara,3
Dima,2
Dimova,1
Dina,2
Dion,1
Dirosika,1
Divora,1
Diyan,1
Djamil,2
Djibril,1
Dlin,1
Domenico,3
Dominic,2
Dominik,9
Dominio,1
Dominique,1
Donatella,1
Donatus,1
Donsel,1
Dorian,1
Doris,1
Dorothea,5
Doujana,1
Dua,3
Duke,1
Duru,1
Dyuti,1
DÆ°Æ¡ng,1
Ebrahim,1
Ecrin,1
Edda,5
Eddin,1
Eden,1
Edith,2
Edmond,1
Edna,1
Edosa,1
Edrees,1
Edris,1
Eduard,2
Edward,1
Edwin,1
Efe,5
Efekan,1
Efosa,1
Ege,1
Egon,2
Ehab,1
Ehsan,1
Ehssan,1
Eike,1
Eileen,2
Einar,1
Eissa,2
Ejona,1
Ektor,1
Ekundayo,1
Ela,6
Ela-Su,1
Elaine-Emily,1
Elan,1
Elanur,2
Elay,1
Elcira,1
Elda,1
Elea,2
Eleanor,1
Eleena,1
Elena,15
Eleni,5
Elenor,1
Eleonora,3
Eleonore,3
Eleyna,1
Elfida,1
Elfriede,1
Elham,1
Elia,5
Eliah,7
Eliam,1
Elian,5
Eliana,6
Elias,52
Elicia,1
Elien,1
Elif,7
Elijah,4
Elika,1
Elin,2
Elin-Hira,1
Elina,8
Elinor,2
Elio,2
Elion,1
Elisa,22
Elisabeth,27
Elise,9
Elisia,1
Elissa,1
ElisÃ©,1
Eliya,1
Eliyah,1
Eliyas,1
Eliz,1
Eliza,3
Elizabeth,1
Elja,1
Ella,29
Ellen,1
Elli,6
Ellie,3
Ellinor,1
Elliot,1
Elly,1
Eloise,3
Elom,1
Elouise,1
Elsa,3
Else,1
Elshan,1
Elssa,1
Elvin,1
Elyas,2
Elyesa,1
Elykem,1
Ema,1
Emanuel,5
Emelie,3
Emell,1
Emely,1
Emerick,1
Emil,40
Emile,1
Emili,1
Emilia,72
Emilian,4
Emiliano,2
Emilie,6
Emilio,13
Emilova,1
Emily,18
Emin,3
Emina,1
Emine,2
Emir,10
Emir-Muhsin,1
Emirhan,1
Emma,42
Emma-Franziska,1
Emmanuel,5
Emmanuelle,1
Emmelina,1
Emmi,5
Emmylou,1
Emre,4
Enes,5
Enfal,1
Enhar,1
Enie,1
Enna,2
Enno,7
Enrui,1
Ensar,1
Enya,3
Eren,3
Erian,1
Eric,3
Erich,4
Erijan,1
Erik,13
Erika,1
Erin,1
Eriques,1
Ernesto,1
Ernst,3
ErtuÄrul,1
Erva,1
Erwin,1
Esen,1
Esila,1
Esin,1
Eslem,1
Esma,2
Esmeralda,3
Esra,1
Estelle,3
Ester,1
Estera,1
Estere,1
Esther,2
Ethan,2
Etienne,1
Eugen,1
Eva,8
Evamarie,1
Evan,1
Evangelia,1
Evelina,1
Evelyn,3
Evelyn-Sarnela,1
Evelyne,1
Evi,1
Evren,1
Evsa,1
Ewa,3
Ewelina,1
Eya,1
Eyad,2
Eymen,5
Ezekiel,1
Ezra,1
Fabian,17
Fabienne,1
Fabio,2
Fahri-Alp,1
Fahti,1
Faima,1
Fajko,1
Falk,2
Fanar,1
Fanzisca,1
Faraj,1
Farian,1
Farid,4
Farmanrawa,1
Farmin,1
Faruk,1
Faryal,1
Faryan,1
Fatih,2
Fatima,3
Fatma,1
Fatoumata,1
Fayez,1
Federico,1
Fee,1
Feeline,1
Fehmi,1
Felice,3
Felicia,2
Feliciana,1
Felicitas,6
Felina,2
Feline,3
Felipe,4
Felix,61
Felix-Wolf,1
Fender,1
Fenja,2
Fenui,1
Fenya,1
Feray,1
Ferdaus,1
Ferdinand,11
Ferdinand-Milan,1
Ferdows,1
Ferenc,1
Ferhat,1
Fernando,2
Fey,1
Fidelius,1
Fiete,4
Filip,5
Filipa,1
Filipe,1
Filippa,3
Filius,1
Fina,1
Fine,1
Finja,7
Finley,1
Finn,31
Fiona,7
Fiore,1
Fitz,1
Fjodor,1
Flavia,1
Flip,1
Flora,6
Florentin,3
Florentine,4
Florian,10
Floris,1
Flynn,1
Fong,1
Fox,1
Fran,1
Francesco,1
Francisco,1
Franciszek,1
Frank,1
Franka,3
Franz,5
Franzine,1
Franzis,1
Franziska,8
Franziskus,1
Fred,2
Frederic,1
Frederick,3
Frederik,9
Freja,2
Freya,5
Freyja,2
Fria,2
Frida,10
Fridolin,1
Frieda,19
Friedemar,1
Frieder,1
Friederike,5
Friedhelm,1
Friedrich,21
Fritz,10
Fryal,1
Fumiko,1
Funny,1
Furkan,2
Fynn,10
Gabriel,24
Gabriel-Leon,1
Gabriel-Noel,1
Gabriela,1
Gabriele,5
Gabriella,1
Gabrielle,1
Gaetano,1
Galina,1
Galo,1
Gamaliel,1
Ganesh,1
Gannat,1
Garacjan,1
Garance,1
Gassper,1
Gavril,1
Generoso,1
Genoveva,1
Geoffrey,1
Georg,7
George,1
Gerald,1
Gerd,1
Gerhard,4
Gero,1
Gertin,1
Gertrud,2
Gesa,1
Gesina,1
Geva,1
Gharib,1
Ghazal,1
Gianna,1
Gideon,1
Ginar,1
Gino,1
Gioacchino,1
Gioia,1
Giorgio,1
Giovanni,2
Giovanniemanuel,1
Giulia,1
Giuliana,1
Giuliano,3
Giuseppe,1
Gjon,1
Glerisa,1
Gloria,1
Gode,1
Gonzalo,1
Grace,5
Grajse,1
Gregor,4
Gregory,1
Greta,27
Grete,1
Grigoriy,1
Guillaume,1
Gunnar,1
Gustav,2
Gustavo,1
Gwen,1
GÃ©nesis,1
GÃ©raldine,1
GÃ©rard,1
GÃ¶kay,1
GÃ¶khan,2
GÃ¼lcan,1
GÃ¼ler,1
GÃ¼lnur,1
GÃ¼nter,2
Habib,1
Habtom,1
Hadidja,1
Hadjar,1
Hadley,1
Hafsa,1
Hafsaa,1
Hailey,2
Haitam,1
Hajar,1
Hakan,2
Hala,1
Haley,1
Halil,1
Halim,1
Halima,1
Hamad,1
Hamed,1
Hamid,2
Hammam,1
Hammode,1
Hamza,5
Han,1
Hana,3
Hanadi,1
Hanah,1
Hanan,1
Hanif,1
Hanin,1
Hanina,1
Haniya,1
Hanna,17
Hanna-Sophia,1
Hannah,20
Hannah-Sofia,1
Hannelore,1
Hannes,10
Hannibal,1
Hanno,4
Hans,3
Hans-Peter,1
Harald,1
Haransh,1
Hareem,1
Haris,2
Haroun,1
Harry,1
Harun,1
Hasan,7
Hashem,1
Hassan,2
Hataw,1
Hauas,1
Hava,1
Havin,2
Havrin,1
Hayat,1
Hayaz,1
Hazal,1
Heather,1
Hedi,3
Hedwig,2
Heider,1
Heidi,3
Heike,1
Heiner,1
Heinrich,7
Heinz,2
Hekima,1
Hektor,1
Helan,1
Helen,1
Helena,16
Helene,13
Helga,2
Helmut,2
Helyna,1
Hendrik,8
Henning,2
Henri,21
Henrieke,1
Henriette,5
Henrik,6
Henry,31
Henryk,1
Herbert,1
Hermann,4
Hermine,2
Herrmann,1
Hertha,1
Hewad,1
Hiba,4
Hidaya,1
Hilana,1
Hilde,1
Hinda,1
Hinrich,1
Hiva,1
Hivay,1
Hizir,1
Holly,1
Hon,1
Honor,1
Hope,2
Horatio,1
Horst,1
Hossein,1
Howail,1
Hozan,1
Hubert,1
Huda,1
Hugo,5
Hui,1
Humaira,1
Humeyra,1
Huo,1
Huseyn,1
Hussain,3
Hussein,2
HÃ©lÃ¨ne,1
HÃ¼rkan,1
HÄ±zÄ±r,1
Ian,3
Ibi,1
Ibraheem,1
Ibrahim,9
Ida,32
Iden,1
Idris,1
Ifedayo,1
Ifigenia,1
IgoreviÄ,1
Igorevna,1
Ihsaan,1
Ijun,1
Ikhlas,1
Ikra-Nur,1
Ilan,4
Ilay,2
Ilayda,1
IldaroviÄ,1
Ileana,1
Ileyna,3
Ilian,1
Ilias,3
Ilie,1
Ilieva,2
Ilja,1
Illa,1
Illyriana,1
Ilse,1
Ilvi,1
Ilyan,1
Ilyas,7
Ilyes,1
Imaan,1
Imaani,1
Iman,3
Immanuel,3
Imran,2
Ina,2
Inan,1
Inass,1
Inaya,1
Ines,2
Inga,2
Inge,2
Ingrid-Luise,1
Innocent,1
Ioan,1
Ioanna,1
Ioannis,1
Ionela,1
Ioni,1
Irena,1
Irene,1
Irha,1
Irina,1
Iris,1
Irma,1
Irmgard,1
Isa,1
Isaak,1
Isabel,10
Isabell,9
Isabella,24
Isabelle,5
Isaiah,2
Isak,1
Isalie,1
Ishanvi,1
Ishaq,1
Ishva,1
Iskra,1
Isla,2
Islam,1
Ismael,1
Isobel,1
Isoko,1
Isolde,1
Israa,2
Issa,5
Issah,1
Issidora,1
Issraa,1
Isuf,1
Itai,1
Iulia,1
Iva,1
Ivan,3
Ivana,3
Ivanov,1
IvanoviÄ,1
Iven,1
Ivie,1
Ivo,1
Ivy,1
Iyad,1
Iyan,1
Iyas,1
Izaan,1
Izabella,1
Izyaan,1
Jabar,1
Jack,1
Jacob,8
Jacqueline,1
Jacques,2
Jad,1
Jael,1
Jahad,1
Jakob,42
Jakub,1
Jaleel,1
Jamal,2
Jamelia,1
James,2
Jamie,2
Jamil,4
Jamila,1
Jamilia,1
Jamin,1
Jan,29
Jan-Florian,1
Jana,13
Janek,1
Janelle,1
Janetta,1
Janette,1
Jangchub,1
Janna,1
Jannah,1
Janne,5
Jannes,4
Jannik,5
Jannika,1
Jannis,10
Jano,3
Janosch,6
Jara,1
Jari,1
Jarik,2
Jarno,1
Jaro,1
Jaron,6
Jasemina,1
Jasmin,2
Jasmin-Janina,1
Jasmine,1
Jason,3
Jason-Taylor,1
Jasper,5
Jassmeet,1
Javier,1
Jawad,1
Jayden,3
Jayla,1
Jaylan,1
Jayson,1
Jean,1
Jean-Claude,1
Jenna,2
Jenno,1
Jeordie,1
Jeremiah,1
Jeremias,1
Jeremy,1
Jermaine,1
Jeroen,2
Jerome,1
Jes,1
Jeshua,1
Jesper,1
Jessica,2
Jessie,1
Jette,4
Jevan,1
Jian,1
Jibriel,1
Jihane,1
Jim,1
Jin,1
Jinan,3
Jiwoo,1
Joachim,6
Joah,1
Joan,1
Joana,1
Joaquin,1
Jobst,1
Joe-Milo,1
Joel,5
Joela,1
Johan,5
Johann,26
Johann-Maximilian,1
Johanna,55
Johannes,27
Johanthan,1
John,10
Johnny,1
Joko,1
Jolanda,1
Joleen,2
Jolie,2
Jolien,2
Joline,1
Jon,2
Jona,8
Jonah,10
Jonas,46
Jonathan,43
Jonna,3
Jonte,5
Jora,1
Jorah,2
Jordan,1
Jordi,1
Jorid,1
Jorin,1
Joris,2
Jory,2
Josch,1
Joscha,1
Joschka,1
Joschua,1
Jose,1
Josef,10
Josefin,3
Josefine,7
Joseph,2
Josepha,1
Josephine,18
Joshua,8
Josias,1
Josip,1
Josua,3
JosuÃ©,1
JosÃ©phine,2
Joud,1
Joulen,1
Joumana,1
Joury,1
Jovan,1
Jovana,1
Joy,1
Jozef,1
Jozi,1
JoÃ©l,1
Juana,2
Judi,1
Judith,4
Juhan,1
Jula,1
Jule,6
Jules,1
Juli,1
Julia,11
Julian,24
Juliana,1
Juliane,1
Julianna,3
Juliano,1
Julie,2
Julien,3
Juliette,1
Julijan,1
Julis,1
Julius,15
Jun,1
Juna,18
Junaid,1
June,1
Junes,1
Juni,2
Junia,1
Junior,1
Juno,1
Junus,1
Jupp,1
Juri,2
Justus,11
JustÃ½na,1
Jutta,1
Juwairiyah,1
JÃ¡nos,1
JÃ³zef,1
JÃ¶rdis,1
JÃ¶rg,1
JÃ¼rgen,1
Kaan,3
Kacey,1
Kader,1
Kadir,2
Kahlly,1
Kai,2
Kais,2
Kalea,1
Kali,1
Kalle,2
Kamal,1
Kamila,1
Kamilo,1
Kanto,1
Kara,1
Karam,3
Kardelen,1
Kareem,1
Karen,2
Karim,2
Karin,2
Karina,1
Karl,23
Karl-Dierick,1
Karla,3
Karlo,2
Karlotta,5
Karola,1
Karolina,2
Kasim,1
Kasimir,3
Kaspar,2
Kasra,1
Kataleya,2
Katara,1
Katarina,1
Kate,2
Katharina,31
Kathleen,2
Kathy,1
Katja,3
Kaur,2
Kaveh,1
Kawa,2
Kawan,1
Kaya,1
Kayhan,1
Kayra,1
Keanna,1
Keanu,1
Kenan,3
Keno,2
Kenza,1
Kernbo,1
Kessiwa,1
Keyan,2
Kezban,1
Khadija,5
Khaled,1
Khalid,2
Khalifa,1
Khalil,4
Khaliun,1
Khijani,1
Khoi,1
Khurram,1
Kian,11
Kiara,1
Kilian,10
Kim,4
Kimberly,1
Kimora,1
Kingston,1
Kira,6
Kiran,1
Kirill,1
Kiyan,5
Klara,16
Klaus,3
Klemens,1
Kleofina,1
Knut,1
Kolja,1
Kolya,1
Konouz,1
Konrad,6
Konstantin,14
Konstantine,1
Kora,2
Korbinian,2
Koriander,1
Kourosh,1
Krasimirov,1
Kreta,1
Kristian,3
Krystyna,1
Ksawery,1
Kubra,1
Kumari,1
Kuno,1
Kurt,3
Kutay,1
Kuzey,2
Kwadwo,1
Kylian-Leys,1
Kyra,1
KÃ¤the,1
KÃ©ren,1
Laasya,1
Lael,1
Laeticia,1
Laia,1
Laila,3
Laith,1
Lale,2
Lalla,1
Lamia,1
Lamija,1
Lamis,1
Lana,5
Lanea,1
Lani,1
Lara,19
Larbi,1
Larin,2
Lars,5
Lasse,9
Latif,1
Latusha,1
Lauand,1
Launa,1
Laura,16
Laurena,1
Laurens,2
Laurentia,1
Laurenz,3
Lauri,1
Laurin,3
Lavend,2
Lavin,3
Lawand,1
Laya,1
Layan,1
Layane,1
Layla,4
Layla-Fabienne,1
Layth,1
Lea,30
Lea-Marie,1
Lea-Sophie,1
Leah,4
Leana,7
Leana-Marie,1
Leander,9
Leandra,1
Leandro,2
Leano,5
Leart,1
Learta,1
Ledian,1
Ledion,1
Lee,2
Leentje,1
Leia,2
Lejla,1
Leke,1
Lela,1
Lemmy,1
Len,2
Len-Lennart,1
Lena,29
Lenar,1
Lendita,1
Lene,4
Leni,30
Lenia,1
Lenja,2
Lenn,3
Lennard,8
Lennart,3
Lennet,2
Lennox,3
Lenny,1
Leno,1
Leno-Emilian,1
Leo,31
Leo-Miguel,1
Leon,39
Leona,4
Leonard,34
Leonard-Valentino,1
Leonardo,9
Leonardos,1
Leonas,1
Leonhard,2
Leoni,1
Leonid,2
Leonidas,3
Leonie,16
Leonik,1
Leonis,1
Leonora,2
Leopold,6
Leora,1
Leri,1
Lerian,1
Leroy,2
Leslie,1
Leto,1
Lev,1
Levan,1
Leven,1
Levi,24
Levia,1
Levin,9
Levke,1
Levon,1
Lewis,1
Lexa,1
Lexy,1
Leyla,8
LeÃ³n,1
Lhamo,1
Lhasa,1
Li,1
Lia,20
Lia-Loreen,1
Liah,5
Liam,30
Lian,4
Liana,9
Liane,1
Lianna,1
Liano,3
Liara,3
Lias,7
Lieselotte,2
Liezel,1
Lilaf,1
Lilas,1
Lilia,1
Lilian,1
Liliana,2
Liliane,1
Lilith,4
Liljana,2
Lilli,6
Lillian,1
Lilloette,1
Lilly,10
Lilo,1
Lilou,1
Lily,1
Lima,1
Lina,50
Lina-Sophie,1
Lina-Su,1
Linda,6
Linea,1
Lingxi,1
Linnea,2
LinnÃ©a,2
Lino,6
Linor,1
Linus,18
Lio,8
Lio-Samuel,1
Lioba,1
Lionel,3
Lioram,1
Lisa,16
Liselotte,1
Liv,9
Liva,3
Livi,2
Livia,6
Livian,1
Liya,9
Liya-Dua,1
Liyah,2
Liyam,1
Liyan,1
Liyan-Kerem,1
Lizy,1
Loan,2
Loana,1
Logan,1
Lojain,1
Loki,1
Lola,1
Lolli,1
Loni,1
Lora,1
Loran,1
Loredana,1
Loreen,1
Lorelai,1
Loreley,1
Lorena,4
Lorenz,1
Lorenzo,1
Lorin,1
Loris,2
Lothar,2
Lotta,12
Lotte,8
Lou,6
Louay,2
Louie,1
Louis,21
Louisa,14
Louise,8
Lounes,1
Loussin,1
Lovis,2
Lovisha,1
Lua,1
Luan,8
Luana,7
Lubenz,1
Lubuto,1
Luca,17
Luca-Alessio,1
Luca-Alexander,1
Lucas,2
Lucca,1
Lucia,7
Lucia-Gordana,1
Lucian,1
Luciana,1
Luciano,1
Lucie,2
Lucien,1
Lucina,1
Lucius,1
Lucy,4
LucÃ­a,1
Ludo,1
Ludovic,1
Ludwig,6
Luigi,2
Luis,21
Luis-Noel,1
Luisa,32
Luise,30
Luiz,1
Lujain,2
Luka,5
Lukas,41
Luke,4
Lula,1
Luna,10
Luna-Marie,2
Lutz,4
Lux,1
Luzi,1
Luzia,1
Lya,2
Lydia,3
Lynn,3
Lyo-Emilio,1
LÃ©onard,2
LÃ®zda,1
Maalik,1
Madeleine,2
Madita,7
Madlen,1
Mads,2
Mael,1
Maeve,1
Magali,1
Magdalena,9
Magdi,1
Magnus,6
Maha,1
Mahdi,1
Maher,1
Mahir,1
Mahlia,1
Mahmoud,1
Mahmud,1
Mahmut,1
Mai,1
Maia,1
Maik,1
Maila,5
Mailin,3
Maira,1
Maivi,1
Maiwand,1
Maja,13
Majda,1
Majed,1
Majeed,1
MaksimÃ¬vna,1
Malaika,2
Malak,3
Malakai,1
Malea,3
Maleen,1
Malek,2
Malena,3
Maleo,1
Mali,1
Malia,6
Maliah,1
Malik,7
Malik-Samir,1
Malika,2
Malin,3
Malina,2
Malio,1
Malis,1
Maliyah-Hope,1
Malon,1
Malou,4
Malte,6
Malu,1
Mamdoh,1
Manal,1
Manan,1
Maneli,1
Manelly,1
Manesa,1
Manessa,1
Mani,1
Manka'a,1
Manuel,3
Manuela,1
Mara,14
Maral,1
Maram,1
Marc,7
Marcel,3
Marcelina,1
Marco,3
Marcos,1
Marcus,1
Marek,1
Margarete,5
Margaretha,2
Margarethe,4
Margarita,1
Margot,1
Marguerite,2
Mari,1
Maria,85
Maria-AylÃ©n,1
Mariam,6
Marian,4
Marianna,1
Marianne,5
Mariano,1
Marie,131
Marie-Lou,1
Marie-Sophie,1
Mariella,2
Marihan,1
Marija,1
Marijan,1
Marike,1
Marilena,1
Marilou,1
Marina,4
Mario,1
Marion,1
Marita,1
Marius,3
Mark,2
Marketta,1
Marko,1
Markus,6
Marla,5
Marleen,7
Marlen,6
Marlena,2
Marlene,30
Marley,2
Marlie,3
Marlo,2
Marlon,9
Marnie,1
Marsel,1
Marta,2
Marten,6
Martha,12
Martha-Ida,1
Martin,11
Martina,2
Marvin,1
Marwa,3
Mary,3
Maryam,7
Maryan,1
Marzia,1
Masajjage,1
Masal,1
Mason,1
Masoud,1
Massimo,1
Matea,2
Mateo,10
Mateus,1
Mathea,4
Matheo,4
Mathias,4
Mathies,1
Mathilda,28
Mathilda-Marie,1
Mathilde,5
Mathis,3
Matilda,14
Mato,1
Mats,19
