vorname,anzahl
Deivid,1
Delal,1
Delana,1
Delcan,1
Delia,1
Delia-Elena,1
Delight,1
Delila,1
Deljin,1
Delta,1
Delvin,1
Demian,1
Denis,2
Denisa,1
Deniz,3
Dennis,2
Denver,1
Denys,1
Denysovych,1
Deon,2
Dereje,1
Derin,1
Derman,1
Derya,3
Desiderio,1
Desislavov,1
Deveny,1
Devin,2
Dhruv,1
Diala,1
Dian,1
Diana,8
Dianett,1
Diar,3
Diara-Asti,1
Diba,1
Diego,2
Dielli,1
Dieter,2
Dietrich,1
Dijan,1
Diko,1
Dila,2
Dilara,2
Dilay,1
Dilda,1
Dilsher,1
Dilya,1
Dilyan,1
Dimitrios,1
Dina,4
Dinh,1
Dion,3
Dionys,1
Divine,1
Diyabllo,1
Diyako,1
Diyan,2
Djafar,1
Djamilatou,1
Djibril,1
Dlo,1
Dmitrievich,1
Dmitrij,1
Doan,1
Doha,1
Domenik,1
Dominic,1
Dominick,1
Dominik,5
Dominika,1
Dominique,1
Don,1
Donata,1
Donatus,1
Dora,1
Dorian,3
Dorothea,4
Dorthea,1
Doruk,1
Dounya,1
Dragana,1
Dren,1
Dua,10
Duc-An,1
Duha,1
Dujali,1
Dunja,1
Dunya,2
Dylan,1
Ebba,1
Ebube,1
Ebubekir,1
Ece,1
Ecmel,1
Eda,2
Edda,6
Eddie,2
Eddin,1
Eddy,1
Eden,2
Edgar,4
Edijona,1
Edin,1
Edion,1
Ediona,1
Edis,1
Edita,2
Edith,3
Ediz,1
Edmon,1
Eduard,3
Eduardo,1
Edvin,1
Edward,3
Edwin,2
Edwina,1
Efe,3
Effi,1
Efnan,1
Efrem,1
Efsun,1
Eila,1
Eileen,1
Eillen,1
Eira,1
Ekhlas,1
Ekrem,1
Ela,8
Elaine,1
Elana,1
Elara,1
Elayne,1
Eldien,1
Elea,4
Eleanor,2
Eleen,2
Elef,1
Elena,8
Eleni,4
Elenie,1
Elenor,1
Elenya,1
Eleonora,3
Eleonore,1
Elfie,1
Elham,1
Eli,1
Elia,9
Eliah,3
Eliajood,1
Eliakim,1
Elian,8
Eliana,7
Elias,53
Elias-Noel,1
Elif,4
Elija,1
Elijah,1
Elim,1
Elin,2
Elina,8
Elinor,1
Elio,3
Elisa,40
Elisa-Jana,1
Elisa-Marie,1
Elisabeth,22
Elise,6
Elisha,1
Elissa,1
Eliz,2
Eliza,3
Elizabeth,3
Elke,1
Ella,36
Ellen,5
Elli,4
Ellie,1
Elliott,1
Elly,4
Elmo,1
Eloise,1
Elouan,1
Elsa,3
Else,1
Elsie,2
Elton,1
Elvin,1
Elvira,3
Elyana,2
Elyas,1
Elyasa,1
Elyes,1
Elyon,1
Eman,1
Emanuel,4
Emelie,1
Emil,43
Emilia,68
Emilia-Marie,1
Emilian,8
Emiliana,1
Emiliano,2
Emilie,4
Emilijan,1
Emilio,20
Emiliya,1
Emiljan,1
Emily,22
Emin,4
Emine,1
Emir,4
Emirhan,1
Emma,36
Emma-Marie,1
Emmanuel,3
Emmerich,1
Emmi,3
Emna,1
Emre,2
Emrich,1
Enael,1
Enar,1
Endrias,1
Enea,1
Eneas,2
Enes,1
Engelbert,1
Engin,1
Enissa,1
Enja,1
Enli,1
Enno,6
Enoa,1
Enora,1
Enrico,1
Ensar,1
Enzo,1
Erasmia,1
Eray,1
Ercan,1
Eren,3
Eric,4
Eric-Matei,1
Erich,4
Ericson,1
Erik,11
Eritheo,1
Ernesto,1
Ernst,1
Erva,2
Erwin,1
Esay,1
Esila,1
Esra,1
Esraa,1
Estelle,1
Estelle-Marie,1
Ester,1
Esther,2
Estrella,1
Etienne,2
Eugen,1
Eugene,1
Eva,13
Eva-Maria,2
Evan,1
Evelin,1
Evelina-Ioana,1
Evelyn,3
Everlin,1
Ewa,1
Ewurakua,1
Eyas,1
Eyaz,1
Eyla,1
EylÃ¼l,1
Eymen,3
Eyoram,1
Eyvor,1
Eyyub,1
Ezana,1
Ezekiel,1
Ezel,1
Ezmira,1
Ezra,3
Fabian,10
Fabienne,4
Fabijan,1
Fabio,4
Fabius,1
Fabrice,1
Fahad,1
Faina,1
Falk,3
FaolÃ¢n,1
Farag,1
Farin,1
Faris,1
Farzad,1
Farzin,1
Fatehveer,1
Fatih,1
Fatima,6
Fawzi,1
Fayaz,1
Federica,1
Federika,1
Fee,2
Feelina,1
Feeline,1
Feli,1
Felia,2
Felicia,1
Felician,1
Felicitas,6
Felina,2
Felix,58
Felizia,1
Fenja,2
Fenrir,1
Fenris,1
Fenu,1
Feras,1
Ferdinand,8
Ferit,1
Fernando,2
Fey,1
Fidelis,1
Fiene,1
Fiete,9
Fijona,1
Filip,3
Filipa,1
Filippos,1
Filius,1
Fine,3
Fineas,2
Finja,5
Finjas,1
Finn,38
Finya,1
Fiodor,1
Fiona,13
Firdaus,3
Firdevs,1
Fjell,1
Fjella,1
Fjodor,1
Flinn,1
Flora,5
Florence,1
Florentina,2
Florentine,2
Florian,9
Florianne,1
Florin,2
Flynn,2
Folkert,1
Franca,2
Frances,1
Francis,2
Francisco,2
Frank,1
Franka,1
Franklin,1
Franz,7
Franziska,5
Fred,1
Freda,1
Frederick,1
Frederik,14
Frederike,1
Frei,1
Freja,2
Freya,6
Freyja,1
Fria,2
Frida,11
Fridolin,2
Fridtjof,1
Frieda,11
Friedemann,1
Frieder,1
Friederike,3
Friedrich,18
Friedrike,1
Fritz,9
Fritza,1
Fritzi,2
FrÃ©dÃ©riquÃ©,1
Fynn,12
FÃ©lisc,1
Gabriel,23
Gabriele,1
Gabrielle,2
Gabrijel,1
Ganeh,1
Gasala,1
Gent,1
Gentian,1
Georg,10
Georgia,1
Georgina,1
Georgios,1
Gerd,1
Gerda,1
GergÅ-JÃ³zsef,1
Gerhard,1
Gero,3
Gerri,1
Gesa,1
Ghaith,1
Ghazi,1
Gia,1
Gianluigi,1
Gianni,1
Gideon,2
Gina,1
Gino,1
Gioia,1
Giorgio,1
Giovanni,2
Girinatha,1
Gisela,3
Gisou,1
Giulia,1
Giulia-Mihaela,1
Giuliano,2
Giuseppe,2
Glauk,1
Gloria,2
Gonzales,1
Grace,6
Greatness,1
Gregor,2
Gregor-Wolfgang,1
Greta,4
Guerila,1
Gustav,5
Gwen,1
Gwendolin,1
Gyamfua,1
GÃ¶kdeniz,1
GÃ¶ktuÄ,2
GÃ¶kÃ§e,1
GÃ¼l,1
GÃ¼lizar,1
GÃ¼lsima,1
GÃ¼ney,1
GÃ¼nter,1
Hadi,1
Hadies,1
Hadiza,1
Hadson,1
Hafsa,8
Hagen,5
Haider,1
Hailey,4
Hajar,1
Hajo,1
Hakan,1
Hala,1
Haley,1
Halid-Nazar,1
Halil,1
Halima,1
Halit,1
Haly,1
Hamad,1
Hamed,2
Hamid,1
Hamo,1
Hamza,9
Han,1
Hana,3
Hanan,1
Hanel,1
Hanifa,1
Hanna,23
Hannah,15
Hannelore,1
Hannes,11
Hanni,1
Hannibal,1
Hans,2
Haorui,1
Harry,4
Harun,3
Hasan,1
Hashim,2
Hassan,2
Hatice,1
Hatixhe,1
Hauke,1
Hauraa,1
Hava,2
Havana,1
Havin,2
Havva,1
Hawa,1
Hawe,1
Hayat,2
Haydara,1
Hazal,1
Hazel,1
Heba,1
Hechmi,1
Hector,2
Hedi,2
Hedwig,3
Heela,1
Heidi,3
Heinrich,7
Hektor,1
Hela,1
Helen,3
Helena,17
Helene,13
Helga,7
Helge,1
Heli,1
Helin,1
Hella,1
Helma,1
Hendrik,4
Henni,1
Henning,1
Henny,1
Henri,24
Henrietta,1
Henriette,5
Henrik,5
Henry,25
Herbert,2
Hermine,2
Hevin,1
Hewad,1
Hewin,1
Hiba,2
Hidalgo,1
Hidaya,3
Hieu,1
Hilah,1
Hilal,2
Hilda,2
Hilde,2
Hildegard,1
Hilla,1
Hira,1
Hisham,1
Holly,1
Hope,7
Horacio,1
Horst,1
Hortencia,1
Hoton,1
Houssna,1
Hubert,1
Hudhayfah,1
Hugo,3
Humam,1
Hunter,1
Husein,1
Hussein,4
Hussien,1
HÃ©lÃ¨ne,1
HÃ¼seyin,2
HÄ±zÄ±r,1
Ian,3
Ianis,1
Ibarra,1
Ibrahim,5
Ibrahim-Azim,1
Ida,31
Ida-Juna,1
Ida-Marie,1
Idris,4
Ignacio,1
Igor,1
Igorivna,1
Igorovich,1
Ihabovych,1
Ihorvich,1
Ihsan,1
Ijaad,1
Ijoma,1
Ikra,1
Ikram,1
Ikranur,1
Ilana,1
Ilaria,1
Ilav,1
Ilay,3
Ilayda,1
Ilhan,2
Ilian,3
Iliana,1
Ilias,2
Iliyas,1
Ilona,1
Ilvy,1
Ilya,1
Ilyan,2
Ilyas,12
Imaan,1
Imaani,1
Imad,1
Imani,3
Imanuel,1
Imelda,1
Imisheva,1
Imishov,1
Imran,3
Imran-Houd,1
Ina,4
Inaaya,3
Inasse,1
Inaya,3
Inayah,2
Inessa,1
Ineza,2
Inga,2
Inge,4
Ingrid,1
Ingrida,1
Insa,2
Insaf,1
InÃ¨s,1
Ioachim,1
Ioana,2
Ionas,1
IonuÈ,1
Ipek,1
Irene,1
Irfan,1
Irina,1
Iris,1
Irma,2
Irmak,1
Irmgard,1
Irshal,1
Isa,6
Isaac,1
Isaak,1
Isabel,9
Isabela,1
Isabell,7
Isabella,21
Isabelle,5
Isaiah,2
Isalie,1
Ishak,1
Ismael,5
Ismail,4
Ismailovna,1
Isolde,1
Isra,1
Israa,1
Issa,4
IsÃ©is,1
Iulius,1
Iva,1
Ivan,3
Ivan-Emanuel,1
Ivanivna,1
Ivar,2
Ivelinov,1
Ivo,1
Ivy,3
Iwinosa,1
Jaan,1
Jabal,1
Jackson,1
Jacob,7
Jad,1
Jade,1
Jadon,1
Jae,1
Jael,2
Jaemin,1
Jaimey,1
Jair,1
Jakob,49
Jakoba,1
Jakoub,1
Jakub,1
Jale,1
Jamal,2
James,4
Jamie,1
Jamie-Amy,1
Jamila,1
Jamiro,1
Jan,19
Jan-Ferdinand,1
Jana,13
Janaya,1
Jane,3
Janis,2
Jann,1
Janna,2
Jannah,3
Jannat,3
Janne,5
Jannes,2
Jannick,2
Jannik,6
Jannis,12
Jano,1
Janosch,8
Jara,2
Jarema,1
Jari,2
Jarle,1
Jarmo,1
Jarne,2
Jarno,3
Jaro,5
Jaron,1
Jasin,1
Jasmin,5
Jasmina,1
Jason,3
Jasper,12
Jawad,1
Jay,2
Jayden,5
Jayden-Eliam,1
Jean,1
Jeelani,1
Jegor,1
Jemil,1
Jemima,1
Jens,2
Jerome,2
Jesaja,1
Jesper,2
Jesse,1
Jessica,1
Jette,3
Jeva,1
Jevgenij,1
Jiaxuan,1
Jibril,4
Jim,1
Jimmy,1
Jiyan,2
Jiza,1
Joachim,2
Joan,1
Joana,3
Joanna,2
Joao,1
Joar,1
Jobita,1
Joel,4
Joelle,1
Johan,7
Johann,24
Johanna,33
Johanne,3
Johannes,24
John,6
Joke,1
Jolanda,1
Joleen,2
Jolene,1
Joliana,1
Jolie,4
Joline,1
Jona,17
Jonah,24
Jonar,1
Jonas,30
Jonathan,35
Jonna,4
Jonne,1
Jonte,4
Joost,1
Jordan,2
Jordi,1
Jori,2
Jorik,1
Joris,7
Joscha,3
Joschka,1
Joschua,1
Josef,15
Josefin,2
Josefine,17
Joseph,7
Josephine,16
Josette,1
Josh,1
Josha,1
Joshua,14
Joshua-Nathan,1
Josi,1
Josia,1
Josina,1
Jospehine,1
Josua,2
JosuÃ©,2
JosÃ©,2
Jouline,1
Jovan,1
Joy,5
Jozefin,1
Juan,1
Jud,1
Jude,1
Judith,2
Judy,2
Jukka,1
Jula,1
Jule,3
Juli,3
Julia,17
Julian,21
Juliane,2
Julie,3
Julien,2
Julika,1
Julio,2
Julius,20
Juma,1
Juna,13
Junaid,1
Junes,2
Junis,1
Junius,1
Juno,1
Jupp,1
Juri,4
Jurik,1
Justus,7
Jutta,1
Juvenal,1
Juzef,1
JÃ¶rg,1
JÃ¼rgen,4
Kaacem,1
Kaan,2
Kadir,1
Kai,1
Kaia,2
Kaijanante,1
Kais,1
Kaisa,1
Kaito,1
Kaja,4
Kajaana,1
Kalea,1
Kaleb,1
Kalle,5
Kamal,1
Kamil,1
Kaourantin,1
Kaoutar,1
Kaouthar,1
Karam,2
Karan,2
Kareem,1
Karim,2
Karina,1
Karinsalam,1
Karl,26
Karla,10
Karlo,1
Karlotta,5
Karola,1
Karoline,1
Kasim,1
Kasimir,3
Kaspar,2
Kasper,1
Kasvara,1
Katalea,1
Katalia,1
Katalina,1
Katarzyna,1
Kate,2
Katharina,32
Kati,1
Katja,1
Katrin,1
Kaur,2
Kava,1
Kawtar,1
Kaya,1
Kayden,2
Kayla,2
Kayra,1
KaÃ©lya,1
Kea,1
Kean,1
Keanu,1
Kee,1
Keira,1
Keithlyn,1
Kejan,1
Kejsan,1
Keleti,1
Keltie,1
Kemal,1
Kenan,1
Keno,2
Kenzo,1
Kerem,1
Kerim,1
Ketan,1
Kevin,1
Keyan,1
Kgotso,1
Khadija,1
Khalefa,1
Khalid,3
Khalil,1
Khamees,2
Khanom,1
Khawar,1
Khelil,1
Khoa,1
Khudeeda,1
KhÃ¡nh,1
Kiam,1
Kian,7
Kiana,2
Kiano,1
Kiara,6
Kiart,1
Kigen,1
Kiki,1
Kilian,11
Killian,2
Kimberly,2
Kinga,1
Kira,4
Kirabo,1
Kiran,1
KirilloviÄ,1
Kirpan,1
Kishore,1
Kito,1
Kiyamehr,1
Kiyan,2
Kjell,2
Klara,7
Klaus,2
Klea,2
Knut,1
Koa,2
Konrad,13
Konstantin,5
Konstantinos,1
Konstanty,1
Konstatin,1
Koray,1
Kosmas,1
Kostja,1
Kris,1
Krishna,2
Kristan,1
Krystell,1
Kubilay,1
Kurt,3
Kusai,1
Kusuma,1
Kutay,1
Kwabena,2
Kyan,1
Kyanos,1
Kylian,1
Kyra,1
KÃ©mi,1
Laetitia,1
Laila,1
Laily,1
Laith,1
Lale,2
Lalo,1
Lamar,1
Lana,2
Lani,1
Lara,22
Larin,2
Larrin,1
Lars,5
Lasse,6
Lat-Dior,1
Latif,2
Latifa,1
Latyn,1
Laura,14
Laurelin,1
Laurent,1
Laurenz,3
Laurin,6
Lavin,3
Lawand,2
Lawania,1
Layan,4
Layana,1
Layell,1
Layla,1
Lazar,2
Le,1
Lea,29
Lea-Sophie,1
Leah,1
Lean,6
Leana,2
Leander,14
Leandra,2
Leandro,5
Leandro-Marcel,1
Leandros,1
Leanna,1
Leano,8
Lee,1
Leen,2
Leevi,1
Lehli,1
Leia-Johanna,1
Leif,1
Leila,1
Leilani,1
Leith,1
Lema,2
Lena,25
Lenard,1
Lenas,1
Lene,3
Leni,29
Lenia,1
Lenja,1
Lenn,5
Lennard,5
Lennart,3
Lennert,1
Lenni,1
Lennox,3
Lenny,1
Lenora,1
Lenya,1
Leo,43
Leon,29
Leon-Vladimir,1
Leona,3
Leonard,30
Leonardo,5
Leonardo-Fabrizio,1
Leonas,3
Leonel,2
Leonhard,2
Leonidas,3
Leonie,35
Leonik,2
Leonora,3
Leonore,1
Leonti,1
LeonÃ¡rd,1
Leopold,7
Leora,1
Lesley,1
Leticia,2
Letisia,1
Lev,2
Levent,1
Levi,37
Levi-Matteo,1
Levi-Noel,1
Levia,1
Levin,10
Lewi,1
Lewis,1
Leya,1
Leyan-Eren,1
Leyana,2
Leyla,6
Leyna,1
Leyv,1
LeÃ¯to,1
Li,1
Lia,22
Lia-Sophie,1
Liah,5
Liam,38
Liam-Esat,1
Lian,9
Lian-Christian,1
Liana,8
Liara,4
Lias,3
Libi,1
Lica,1
Lieke,1
Lielle,1
Lieselotte,2
Lijana,2
Lila,1
Lile,1
Lilia,5
Lilian,1
Liliana,3
Liliane,1
Lilija,1
Lilijana,1
Lilith,1
Lilja,1
Lilli,11
Lillian,1
Lilliana,1
Lillith,1
Lilly,25
Lilly-Sophie,1
Lilou,1
Lily,4
Lily-Rose,1
Lilya,2
Lima,1
Limar,1
Lin,1
Lina,47
Lina-Amira,1
Lina-Nour,1
Linda,9
Line,1
Linn,3
Linnea,2
Lino,6
Linus,9
Lio,25
Lion,8
Lionel,4
Lirian,1
Lisa,11
Lise,1
Lisha,1
Lissy,1
Liv,13
Liva,1
Livi,2
Livia,14
Livie,1
Liya,13
Liyah,4
Liyan,1
Liyana,4
Liz,1
Lizzy,1
Lmarina,1
Loan,1
Lodie,1
Loffe,1
Logan,1
Lohan,1
Loja,1
Loki,1
Lola,3
Lorans,1
Lore,1
Loreen,3
Loreena,1
Loreley,1
Lorelie,1
Lorena,1
Lorenzo,1
Loretta,1
Lorik,1
Lorin,2
Lotta,13
Lotte,9
Lotti,2
Lou,19
Louay,2
Loucas,1
Louie,2
Louin,1
Louis,25
Louisa,18
Louise,14
Lounes,1
Lounis,1
Lovis,1
LoÃ¯s,1
Luan,8
Luan-Dean,1
Luana,6
Lubinka,1
Luc,1
Luca,36
Lucas,8
Lucia,11
Lucian,2
Lucien,3
Lucinda,1
Lucio,1
Lucius,1
Lucy,3
LucÃ­a,2
Ludwig,5
Lugan,1
Luigi,1
Luis,19
Luis-Mike,1
Luisa,28
Luise,29
Lujain,1
Luka,8
Lukas,26
Lukasz,1
Luke,2
Lumi,2
Luna,24
Luqman,1
Lusijana,1
Lutz,2
Luzia,5
Lydia,4
Lylwen-Mai,1
Lynn,7
Lyonel,1
LÃ©anne-Alica,1
LÃ©o,1
LÃºcio,1
LÃ½,1
Mabel,1
Maceo,1
Maddox,1
Madeleine,2
Madina,1
Madison,1
Madita,4
Madlen,2
Madou,1
Mads,4
Mae,1
Maeve,1
Magdalena,6
Magdalene,2
Magnus,7
Mahdi,1
Mahir,2
Mahir-Sufi,1
Mahmoud,3
Mahmut,1
Mahtab,1
Mahtot,1
Mai,1
Maida,1
Maik,1
Maike,1
Maikel,1
Maila,6
Maila-Felicia,1
Maileen,1
Mailie,1
Mailin,1
Mailo,2
Maimuna,1
Maira,1
Maisie,1
Maite,1
Maiu,1
Maivi,1
Maja,9
Maja-Sophie,1
Majd,1
Majda,1
Majid,1
Majlinda,1
Majvi,2
Makaiah,1
Makayla,1
Maksim,1
Maksymivna,1
Maksymovych,1
Mal,1
Mala,1
Malaika,1
Malak,1
Malaya,2
